360607.264960	23360.110727	13160.980718	3461.700466	1681.277757	1240.353035	550.465101	890.615732	118.681098	0.000000	402.051835	557.794503	341.535169	632.984081	89.295038	272.919002	182.259356	351.806752	1080.964008	1175.847626	719.156779	691.993365	959.808454	2548.861861	1133.072345	943.643592	460.192233	0.000000	261.851812	164.445269	262.672798	0.000000	174.710053	103.343881	1169.384635	348.409153	1387.480657	1364.816615	1125.478311	314.580342	205.347676	160.847557	84.102807	74.922276	0.000000	182.469749	173.548824	0.000000	90.126408	0.000000	94.326469	0.000000	260.093993	0.000000	0.000000	171.898568	344.798789	538.379790	267.316539	428.013325	176.499562	474.987555	1092.368444	1759.596682	1777.694961	2611.782176	3241.168600	2868.252705	488.476065	260.037558	369.279296	
23360.110727	336814.034598	34694.251398	5669.086931	1956.135575	979.265304	898.163245	843.775016	468.496782	500.546820	333.293160	176.152688	229.197254	259.867031	324.294970	373.483067	215.842094	236.090303	701.706497	649.836559	780.694879	614.623988	1074.661122	1945.261968	894.566629	1061.641564	363.324210	285.608933	124.040037	246.677784	317.985071	213.646979	110.347611	473.225146	1040.738060	673.923645	1283.210201	2155.059922	1260.155377	372.544274	405.307700	101.592000	212.478761	59.151535	91.249315	86.436501	137.017718	61.654130	99.617389	13.970442	89.365497	108.809483	109.517647	85.799238	40.616849	298.572630	204.165355	311.706048	351.746377	378.469047	334.433617	162.502252	490.922081	2255.424786	2120.843849	2109.600871	2994.883927	2449.015608	694.178003	246.361238	408.167150	
13160.980718	34694.251398	241230.715098	54849.176845	11226.785199	4798.973583	2565.242060	1879.053414	1242.618057	862.651007	1071.792473	417.159655	624.143489	619.990732	564.410383	783.514633	560.617168	768.102407	2025.406859	1619.297884	1852.071883	1706.992540	2606.026974	3292.339111	2435.327688	2316.374574	1190.146560	718.968591	551.698746	656.577140	709.740355	522.273590	946.238505	2021.957381	2618.525553	2292.559899	2247.466006	2969.338192	2658.437928	1369.856777	1258.316482	486.995078	482.896243	300.044332	205.139892	193.691217	175.847963	177.092982	221.778077	140.875477	154.742235	160.010622	167.326771	196.632824	213.060786	727.806209	811.029636	1030.411809	1117.826225	877.692913	851.608530	1056.142425	2053.532663	3261.172460	2944.893430	2820.869287	2997.399184	2952.381689	1692.248371	656.615074	855.248987	
3461.700466	5669.086931	54849.176845	215223.729763	47058.017065	14717.238513	4569.230727	3376.777843	2210.201670	1848.702728	1913.787161	1062.052069	1348.072888	1119.901614	1058.324048	1319.543726	1371.530630	1847.724596	2405.061277	2507.162903	2365.485423	2655.494567	2676.841211	1825.586902	2357.926726	2226.969633	2089.133709	1674.071288	1240.826006	1130.176031	1323.389196	1385.563596	1827.714373	2382.229611	2181.046265	2320.891668	1792.644143	1339.134995	1887.926669	2225.937704	1742.963533	1226.748616	891.529514	674.799314	476.861059	462.584203	402.840371	401.794302	420.329751	357.740794	378.369762	341.835528	380.228355	501.797470	724.567071	1042.574013	1237.399208	1130.666086	1294.362498	1447.673860	1501.880547	1953.575287	3110.849279	1682.904137	1949.093548	1416.219576	1064.495835	1571.547113	2301.135414	1380.578479	1173.175502	
1681.277757	1956.135575	11226.785199	47058.017065	195511.024639	80950.923800	7081.070413	4890.033774	3449.390380	2826.214621	2535.615889	1710.874940	1905.548413	1468.389955	1474.118606	1592.363544	1928.255507	2558.784813	2081.628264	2323.737700	2069.880228	2467.686133	1994.913350	1214.559972	1716.246747	1484.430135	2109.554739	2122.563433	1504.402489	1461.232398	1450.463869	1878.431401	2064.072705	1829.668860	1421.271690	1840.537351	1307.913942	729.064561	1176.968701	2103.630226	1563.313139	1513.926654	1055.186403	976.571560	697.626913	612.934394	593.763810	514.175714	504.572912	530.894995	474.826909	537.471338	579.135905	739.285458	1103.667388	1052.031660	1158.214106	975.510237	1061.670933	1488.532133	1629.997528	1956.912415	2334.472867	884.568914	1010.365347	695.052972	534.203603	981.063148	1907.301951	1609.283488	1054.909725	
1240.353035	979.265304	4798.973583	14717.238513	80950.923800	192588.360879	35844.285069	16974.514831	6222.929738	3720.858541	3488.814386	1805.165399	2020.169989	1670.640393	1509.292177	2135.630018	1917.736896	2316.892193	2924.292446	2579.615126	2248.991824	2343.898286	2032.261515	1517.260367	1694.413581	1807.797018	1873.585119	1738.919157	1453.346065	1454.552191	1537.184474	1418.759385	1688.895072	1920.038729	1399.328942	1467.848009	1005.401984	813.474296	1116.891267	1608.854914	1613.187505	1316.193535	1066.148623	880.672516	618.784614	549.212975	499.081259	450.454598	479.067587	418.369156	390.675334	400.089305	473.927739	529.978217	910.099961	1271.148562	1348.567987	1266.878750	1513.559442	1482.767536	1552.296168	1657.978449	1771.114069	907.718869	894.260314	680.503609	469.006910	878.185028	1472.714076	1154.039804	1024.798353	
550.465101	898.163245	2565.242060	4569.230727	7081.070413	35844.285069	194277.421299	63133.895711	16996.004641	8516.336988	7438.944856	3060.610303	3480.282914	2499.680688	2243.363778	3316.349904	3442.321173	3768.213423	3875.501739	2870.085461	2422.546000	2624.569631	1921.134905	1581.701128	1851.960940	1745.035741	1918.686444	2222.882314	1996.245424	2046.919314	2096.330932	2028.993437	2237.095782	2078.486416	1373.359883	1141.671231	982.365416	749.734651	930.941638	1589.539383	1720.672118	1761.944474	1593.034189	1271.205458	1052.587781	883.526075	767.146061	626.076144	688.575339	567.108664	585.890674	740.147504	713.996091	896.780894	1213.188052	1604.983447	1610.514857	1648.872806	1645.355027	1786.221174	1683.842995	1821.547096	1756.705674	790.794451	724.165531	557.165335	481.202526	865.377262	1667.287162	1480.145364	1315.400742	
890.615732	843.775016	1879.053414	3376.777843	4890.033774	16974.514831	63133.895711	170334.076109	56631.498583	15184.711790	10417.291717	3531.346549	4110.626212	3020.766125	2602.968631	3988.576470	3532.622011	3660.494898	3856.625304	2754.245479	2285.904149	2145.028192	1832.183115	1519.549744	1612.724862	1713.531949	1636.842962	2122.361450	2079.652071	2030.337837	2022.536879	1843.525338	1812.859129	1648.773322	1229.689113	991.518289	817.480904	642.091483	814.396953	1351.822593	1610.212504	1486.621876	1601.760452	1323.914496	1069.159521	873.989093	828.980363	655.089203	696.062860	627.534952	587.260770	702.213549	732.595408	914.332696	1143.477543	1784.438685	1565.461188	1571.430963	1657.245693	1636.322241	1571.009554	1601.986082	1580.475918	664.348563	659.837641	503.138380	420.460945	760.912579	1313.135300	1297.892571	1280.495207	
118.681098	468.496782	1242.618057	2210.201670	3449.390380	6222.929738	16996.004641	56631.498583	200226.148942	43263.235155	18585.624445	5881.572937	5717.523599	3391.227476	3028.111272	4123.081565	4168.782349	3842.779103	2586.856693	2032.463928	1696.143592	1797.506550	1298.036818	941.943371	1040.522262	1005.304848	1401.088790	2114.920773	1958.337079	1999.918471	1863.331224	1946.255488	1606.740643	1223.002592	736.834831	741.233062	664.019899	422.025973	541.069870	1145.721703	1138.636834	1576.286661	1551.239843	1507.886702	1381.770138	1067.990541	944.494041	775.817855	786.633915	701.819214	749.438355	875.646030	967.031303	1187.981605	1354.782776	1307.291097	1161.734079	1134.450154	1065.938568	1334.981517	1326.423538	1416.463684	1256.502648	401.220251	408.180541	305.579096	228.040121	496.325651	1075.900877	1448.563366	1222.887074	
0.000000	500.546820	862.651007	1848.702728	2826.214621	3720.858541	8516.336988	15184.711790	43263.235155	210289.627046	59990.251950	8498.417694	7991.492189	4508.629178	3605.080085	4441.322411	4517.705555	4086.366968	2492.053929	1982.036304	1565.622654	1616.804775	1130.767918	799.571279	896.991781	957.611822	1307.611764	1970.213424	1927.125460	1890.924697	1766.266787	1855.502271	1402.796193	958.034716	637.082857	679.659850	568.100233	365.822034	512.138109	1023.499383	1061.648931	1406.191416	1415.157704	1385.002763	1390.255662	1123.536017	968.647739	761.423901	748.987333	752.257563	755.433445	956.811783	951.149618	1122.704195	1343.989695	1127.986717	1050.890063	1016.406256	980.005982	1121.089903	1177.541602	1240.872030	1052.074162	346.340934	346.716481	231.431607	181.084104	421.018592	947.201729	1113.792269	1033.082276	
