236733.602298	52569.853947	14395.149164	6782.490400	6344.791596	5673.924465	4396.340674	3750.550548	2543.258678	2398.942727	2301.036850	2072.218374	1412.073758	1140.143995	1004.405608	894.301075	1120.154023	923.731042	941.584652	865.313969	956.728457	831.552470	830.278097	623.041491	541.171727	583.147497	861.688329	1050.955525	670.801612	735.247270	598.759079	626.603233	654.658210	762.318541	688.130316	1202.260889	1174.368896	1041.721267	764.403171	849.763970	925.909653	933.091844	999.717803	541.849266	530.834676	605.923357	981.222553	791.045103	711.949179	830.612603	1105.093608	855.768624	409.759210	186.934978	448.898132	1234.646586	1040.224597	991.955371	969.481540	1019.835677	828.774109	775.152166	903.655312	786.282105	802.004132	848.151065	807.466431	786.386385	796.889530	930.084196	677.212560	493.365167	466.443259	491.195828	752.926511	735.028205	431.447517	472.022328	472.457817	821.169828	729.451460	830.041678	949.537227	903.641427	993.161550	871.161509	728.575786	658.122269	627.435505	669.254964	797.257942	776.598712	743.534661	796.108079	609.168356	570.288347	439.273450	298.277902	341.513662	517.766786	423.806930	297.471442	283.226521	223.150671	370.918619	533.780683	512.686296	573.047514	621.945528	671.160035	665.765690	593.448149	461.833342	325.855696	345.474084	507.782570	1433.425625	1501.301539	2286.467962	2388.231025	4247.269506	
52569.853947	183731.699482	49413.714590	14347.179943	11666.000840	7666.346819	5289.847819	3627.556576	3845.637658	2833.863421	2475.900724	1803.233382	1618.177216	1262.332856	1083.470506	1112.567118	1092.614236	1054.210907	989.956653	930.854543	916.069855	813.940245	734.687285	713.695064	679.275116	695.821738	826.549732	921.346513	690.146230	691.157476	627.345685	665.822737	675.938083	831.717364	914.376410	1088.544767	1037.269142	1003.701110	983.600475	1089.064702	910.920925	911.904560	985.450141	717.219759	693.797073	798.860043	1045.905076	967.652967	943.704139	1002.327475	914.521365	786.587187	496.210414	192.932909	458.768042	934.860180	880.438102	851.901780	1343.420865	730.511109	738.493940	548.909437	695.795389	567.557500	882.571801	653.688192	623.071314	770.900974	857.558672	949.738307	803.075814	680.031924	632.202951	740.645390	670.970151	777.976288	728.726100	674.833557	811.152950	704.583085	800.928388	944.363352	897.895763	1032.728372	991.766684	1084.271846	965.779859	638.717122	937.549193	669.475265	593.595139	790.644925	749.358760	817.417916	775.490886	699.047829	556.405970	390.730591	413.955076	366.481133	329.854673	323.626139	267.032136	300.126017	337.414171	583.809718	626.428482	684.096748	620.145666	753.590877	782.301442	773.798391	570.528432	400.878012	444.060544	622.103543	1133.146291	1386.843114	1801.539816	1460.427638	2208.733507	
14395.149164	49413.714590	179113.231978	48094.108652	20056.688067	10264.903230	6909.541652	4535.114955	3770.235198	3050.234269	2754.390048	2096.269914	1479.900115	1123.776135	1036.250095	987.237687	1057.611588	965.279938	880.917109	857.190812	937.282371	823.775772	736.881197	597.435567	509.984473	627.608003	815.086256	879.990254	605.428941	659.892539	692.388591	648.949112	683.360071	760.382586	739.686424	1114.791259	1181.014517	1073.500584	932.501244	1018.029743	1006.533264	937.560202	1024.429138	604.713410	540.599841	673.756959	952.496448	892.204488	769.777466	866.715965	986.078034	748.380635	365.768898	123.367742	369.523813	1025.011958	955.817497	979.039257	1204.757655	881.543078	855.393911	780.231642	794.422010	624.516590	910.078371	782.564349	722.505696	785.012865	896.651664	1006.519665	773.296419	619.864842	551.030806	599.243228	747.776551	824.754923	588.936571	583.208082	580.562395	751.845691	794.231438	923.412897	955.403555	943.691332	962.833459	961.383216	816.070336	615.780308	815.765254	699.884723	671.146818	806.116310	737.538290	858.589686	717.166771	628.722809	449.001077	315.777813	375.021502	434.734952	335.429711	283.891919	227.075874	200.481763	291.457001	512.861597	503.573248	606.194519	661.207768	696.885982	693.343915	631.287008	455.298983	291.043921	277.505052	449.850733	1017.566710	1199.792612	1505.919602	1163.265764	1570.148043	
6782.490400	14347.179943	48094.108652	181214.509306	60944.352496	15453.242844	8166.468739	4751.465710	4167.060177	3271.254968	2719.245620	2017.495912	1449.063573	1216.402697	972.363767	878.435098	1050.688235	877.251911	828.711639	755.889401	852.290741	837.381426	842.557805	570.645489	458.475610	516.907412	708.053453	760.444804	616.623796	657.660115	599.774072	697.564958	711.122763	706.010560	657.559985	987.020625	986.124642	936.500607	828.739946	1004.578026	961.311434	838.536301	810.291092	558.724936	530.076166	564.813314	816.401467	739.015318	713.494304	769.103253	797.995807	586.677484	296.840201	147.196247	338.944931	839.994438	849.218825	920.213406	1133.020431	867.972012	747.638934	660.231138	722.947718	610.522821	783.328507	719.534417	666.618264	780.891164	875.323734	886.465227	726.794564	628.033962	522.316804	542.891316	694.322539	730.570968	549.800039	507.031111	519.281404	684.976906	736.572710	922.716712	883.860277	888.983026	853.535094	883.911026	760.751013	636.786657	776.495458	749.570831	688.584265	844.584110	794.899006	854.540602	682.473138	595.562907	413.546382	321.816844	338.737936	417.364958	296.137484	251.628489	232.422463	179.998877	250.036548	392.936233	481.483231	542.214264	570.521166	597.345117	545.792680	531.140551	328.566910	210.274642	250.586444	349.019172	807.054954	984.963272	1163.571868	1010.661881	1067.827321	
6344.791596	11666.000840	20056.688067	60944.352496	173282.527562	40227.072019	13721.802361	6382.614108	5680.947451	3674.060594	3075.640720	1959.348241	1778.154546	1118.933594	1155.101277	1118.297900	1064.044611	1078.877377	950.258987	870.225562	890.294658	719.340660	638.780573	659.198215	557.980725	545.046714	724.148456	789.814120	618.687823	597.004986	602.354045	610.164836	673.567144	786.039086	882.873439	1042.240505	1058.477240	941.995201	951.678150	1048.033997	937.897925	877.483987	865.571242	536.927355	614.819425	718.916391	899.883962	801.548811	824.081183	824.864788	818.707884	620.832592	272.559082	166.779433	422.442483	833.332849	864.257977	961.250530	1403.186001	840.028650	808.244083	616.978495	769.981875	627.841438	946.068534	708.741354	707.129938	909.282925	985.368835	988.351725	740.684495	624.164160	628.941805	638.553751	614.943133	718.219561	613.835445	622.564002	696.307819	702.104089	730.507873	926.917825	943.792451	1059.208007	943.743105	1042.995550	899.414978	593.347550	941.048297	694.314458	701.835361	878.938307	741.451397	770.122589	674.030599	623.066204	470.094644	337.764184	346.920407	295.681791	283.414734	268.572867	237.212796	244.816335	278.722516	469.557978	532.393971	546.252907	536.327512	595.426372	602.693153	624.695131	378.805835	305.493997	264.953850	403.329623	865.123952	984.924151	1228.637041	946.081095	1148.789701	
5673.924465	7666.346819	10264.903230	15453.242844	40227.072019	186898.043107	49721.483220	13805.442788	7023.826879	4780.505749	3498.321234	2565.921204	1526.998343	1161.954043	969.007399	940.994863	1047.139881	887.138791	758.478882	752.604719	897.157760	781.942791	697.266053	525.997475	434.140383	456.292711	746.818274	802.364594	585.414618	646.884526	553.834286	633.340538	611.961418	653.935408	649.144301	1124.903876	1163.710607	1014.624134	797.482244	879.566835	1038.684389	848.911943	836.879331	465.744271	469.752906	548.957665	771.133969	677.876040	628.266354	670.329229	865.355504	578.055970	239.043908	110.155030	296.454715	964.208629	1174.609776	1177.969772	1311.264959	1118.953246	1144.798328	981.901796	1030.645867	940.115784	1058.383904	1010.456766	1003.718694	963.234956	1008.716320	1073.179898	641.261410	485.483320	458.230870	513.505152	744.626055	664.059935	386.811463	449.880648	485.486586	766.999427	792.116531	1019.327458	1057.536725	1015.264986	1052.246755	940.261297	836.078963	699.611405	756.343504	765.232109	851.311432	949.870329	974.451468	941.088473	632.393901	539.680308	369.646110	259.106953	302.924413	386.969232	299.198245	239.831612	181.097971	146.997363	242.867788	376.160077	457.822191	540.425217	556.206654	625.758978	542.095123	475.125573	284.478196	226.673412	196.291546	295.991642	982.612998	1145.048024	1406.670583	1109.993041	1265.514552	
4396.340674	5289.847819	6909.541652	8166.468739	13721.802361	49721.483220	182172.224951	44074.555498	13641.222218	7611.919079	4911.166583	3331.538193	1883.154127	1360.090105	1178.852252	1156.529966	1223.521436	985.442502	897.470438	809.485501	932.831185	818.859935	758.504822	617.411067	480.835295	543.620050	794.998910	963.906053	662.569598	696.572119	713.259459	662.902213	719.777603	750.176085	700.625524	1212.345126	1298.260671	1180.391644	913.836868	956.609824	1051.929528	979.247144	982.740901	487.288450	496.902720	548.741472	828.656151	746.692054	628.240464	704.593566	896.369069	675.016448	272.218860	150.227566	266.856483	1081.008971	1243.970264	1243.215491	1355.967426	1203.778546	1151.049172	987.929759	1047.279813	971.115396	1040.581745	1006.334650	994.724504	1004.053501	1128.569185	1031.187206	695.862889	487.900651	481.040207	488.728632	717.519440	685.821899	432.895215	387.008238	477.571065	816.569095	826.834891	950.067459	1018.316401	935.643328	982.852132	862.929558	787.497218	658.362714	738.713679	707.086382	835.625785	936.153328	971.182528	962.058196	624.535266	574.207017	450.265199	299.633353	326.453990	434.927638	318.671856	240.242041	189.218666	141.424249	283.784134	388.411635	424.714603	562.439911	563.569670	656.216912	606.311929	492.026151	323.395895	208.217928	184.322128	292.598424	966.070422	1052.779152	1205.513470	883.985644	1056.948712	
3750.550548	3627.556576	4535.114955	4751.465710	6382.614108	13805.442788	44074.555498	184021.993339	51084.719761	15970.866636	8250.904739	5288.479607	2178.491522	1649.453961	1154.607489	1200.772508	1442.058334	989.073681	925.899093	890.394464	1135.559321	981.064133	942.492012	540.683664	406.501431	476.944753	889.142748	1087.557568	656.391879	794.173756	721.106707	785.324998	806.415218	685.817823	602.302757	1467.715736	1299.014401	1224.501367	815.262887	939.024049	1204.818714	1014.899489	987.354652	432.763489	462.727992	511.240242	940.446075	664.836893	593.559056	730.419342	1079.395895	725.667945	226.474833	53.166062	257.309214	1246.534806	1298.018235	1203.931986	1036.398043	1152.781379	960.086091	868.412744	883.465180	874.987308	776.277774	897.582563	951.625378	852.723735	908.638316	1071.439696	690.000890	450.013484	351.382114	417.280617	851.046528	723.896013	322.470815	322.232993	397.428022	789.847737	795.274227	905.950787	917.050247	807.345699	868.510981	649.154419	655.272144	639.094248	564.515114	685.964702	826.871005	857.161241	952.021166	994.392007	639.348888	575.198598	408.873248	246.749934	287.725409	556.818305	348.354887	191.195918	216.180971	130.544185	247.285096	390.294589	462.021466	592.940276	589.849441	657.606604	594.365947	449.445337	256.650473	164.105072	153.601557	271.433354	934.404291	967.514812	1060.384736	791.795759	903.700510	
2543.258678	3845.637658	3770.235198	4167.060177	5680.947451	7023.826879	13641.222218	51084.719761	161460.647283	43522.256691	16058.169558	5412.577420	5244.637557	3129.762846	2716.223177	2573.187003	2296.040423	2295.546831	2022.899177	1713.652935	1581.240228	1348.170216	1084.357645	1216.055860	1101.947118	1211.531088	1286.388317	1365.561995	1152.528723	1016.696780	990.101621	1112.410815	1182.491429	1356.571450	1457.128439	1421.795212	1523.386386	1357.522465	1508.956231	1553.173749	1413.661037	1268.994881	1323.966195	1156.053749	1042.916149	1239.901314	1242.775793	1505.528235	1393.716422	1283.106904	1000.348170	868.881403	577.855098	284.591371	634.134004	932.751836	717.255873	741.423181	1372.400807	613.665508	646.885162	396.456986	548.313359	390.368501	684.760397	553.209165	465.917962	669.590338	846.382633	916.685268	862.076437	879.025026	860.674223	925.759154	720.405904	798.882118	950.688467	854.921594	987.916944	660.718310	685.442424	738.003472	779.396661	885.740650	715.299841	897.719638	788.915857	455.699239	779.252755	499.952133	502.338436	627.448879	670.747023	760.158892	914.931146	794.728672	744.481646	564.983169	532.309235	401.279166	383.555521	497.121934	335.352026	366.183532	449.975034	734.370050	754.872651	690.553118	714.124669	755.000855	807.818009	809.968999	628.439309	463.734804	466.224445	573.130121	722.885563	755.344099	727.630397	455.016525	528.351036	
2398.942727	2833.863421	3050.234269	3271.254968	3674.060594	4780.505749	7611.919079	15970.866636	43522.256691	172907.729581	57220.924104	10982.167307	5529.820925	3402.062562	2379.384547	2239.090063	2775.423651	1992.332342	1667.932414	1494.720139	1825.356841	1495.008779	1396.884156	890.505003	724.664322	821.595819	1307.532748	1580.369448	943.019520	1090.308794	966.246785	1049.731931	1119.416863	1155.428446	1081.121123	1598.203242	1512.211848	1450.636264	1162.557388	1426.329435	1306.140430	1252.454699	1244.026235	741.714815	726.673169	807.939822	1170.453963	1119.566974	913.143987	1056.015757	1163.626131	897.221813	419.268260	193.683354	371.445600	1165.753900	1027.637714	922.965546	936.154146	747.118847	664.919419	545.000798	539.474110	458.660913	542.623709	553.259911	604.372834	607.642058	741.049100	972.648941	746.253471	620.080348	560.223686	573.784650	833.644024	725.509279	538.278965	517.237664	544.073974	746.825764	712.269869	718.286435	755.348029	689.187043	599.376624	619.104018	589.031507	459.242015	491.731722	535.529855	528.905406	647.298025	738.998101	853.163346	722.352663	750.343859	543.399161	399.877494	477.997558	578.234145	441.146943	293.155707	260.570375	206.769985	346.303379	581.090034	579.435105	664.528529	613.200801	622.829830	675.580354	597.338726	403.231898	252.418333	246.155772	338.630422	745.700956	717.120110	611.105611	415.638305	479.744030	
