156766.363650	45451.344809	10429.714547	7047.548992	6615.359451	5017.467698	2698.876456	2187.172349	1339.701009	1402.030172	2261.323266	2090.856686	2032.967830	2004.681550	1727.805985	1728.179378	1869.927727	1633.450390	1353.777136	1507.135295	1424.428941	1056.826960	977.301657	1425.246372	1597.967118	1388.299224	1604.652922	1642.939890	1744.090360	1028.893867	883.850773	1519.756297	1351.132700	1119.464754	1037.464122	796.129229	797.019747	870.370943	753.164112	758.798608	773.411864	772.736035	744.596934	662.695430	616.264816	638.349560	576.393098	555.043289	571.652924	492.607167	557.711086	609.130273	648.634021	895.104007	661.479284	557.494983	578.315739	562.842705	636.937522	695.150423	588.025711	605.278545	695.749202	623.006779	578.665723	378.490249	500.256782	352.433705	381.996035	398.071336	417.501908	420.250026	474.170595	572.058607	439.516281	450.664338	444.382037	409.723779	451.189872	448.784622	559.241912	616.231632	534.337930	507.114148	544.702135	504.128460	394.896650	345.484841	490.723334	510.067276	593.227348	575.792742	384.155822	380.983168	394.809534	398.287405	406.930283	472.445704	355.024564	403.347886	359.015458	343.171367	500.121286	431.487498	475.935339	376.345276	358.758961	445.620305	451.121493	353.905219	336.757715	324.672905	373.080088	475.410004	381.893752	322.479023	418.426140	367.923811	299.626668	283.764012	275.165897	291.907251	281.319085	257.831393	291.687337	283.380144	353.110697	252.199737	309.819564	387.927131	304.798669	276.914031	250.319519	238.803140	284.403637	276.871988	328.713698	455.878715	504.041196	446.449135	390.034570	454.859372	572.676978	742.489911	601.457019	515.943177	553.876943	931.669075	1445.165138	2444.634245	1463.807067	
45451.344809	131168.644969	24594.398449	13106.845348	11960.057831	7654.776441	3527.211151	2758.425910	1725.710136	1552.503749	2332.549549	2346.064311	2224.707256	2160.493846	1754.974820	1810.217071	1809.592082	1784.513985	1426.500106	1304.750974	1225.806881	1024.030915	1027.296849	1319.547575	1290.274741	1245.379823	1483.637032	1684.380028	1674.756541	922.471953	937.710192	1393.602807	1393.064249	1069.449719	933.593975	749.683261	726.661069	787.997381	780.899397	803.332106	735.228137	889.830014	794.311108	749.655489	684.781049	608.576733	585.903625	570.626875	541.692158	631.431230	595.136552	656.449453	774.179980	833.881293	678.648337	616.251676	591.804689	593.221599	609.045724	682.535951	581.682827	564.660168	593.771969	634.424866	537.332628	414.386023	529.806642	423.025342	347.214926	439.042482	405.892608	472.610433	513.085081	616.877358	460.470447	436.309003	447.334646	394.831983	505.193540	437.834715	544.786071	514.815929	399.581240	415.407128	424.181485	332.278729	335.478460	293.921765	369.085226	445.478037	466.365104	511.915199	410.749318	393.627863	384.198305	364.274084	356.392490	526.991552	371.702742	438.102427	369.280279	351.994577	413.048674	415.931755	389.313358	342.903870	336.100832	382.822374	409.762589	439.374713	377.578730	344.076536	331.610523	430.189369	338.625520	333.868339	352.527779	358.219480	350.964500	270.950225	268.347635	314.856858	268.888685	300.813308	303.510765	320.781260	324.373272	253.758125	274.152060	399.162968	303.698059	245.868651	246.870952	262.788578	286.139961	281.762145	314.361330	437.527747	449.296636	434.921080	357.957210	363.905319	539.222216	707.522642	513.073441	441.733353	436.463324	724.347116	962.285132	1237.552759	578.571391	
10429.714547	24594.398449	136269.743659	35421.697418	14979.204886	3705.103232	2291.109100	2738.281516	1865.605690	2031.776931	3081.379936	3130.054974	2188.007359	3589.618896	3720.176661	2872.922546	2346.760395	1401.825622	640.934965	884.903032	1289.888874	626.328899	986.959438	1113.413103	931.058385	710.361009	876.348064	1166.671545	1791.774790	2528.958407	2299.698205	1261.788313	641.054496	1217.017004	991.051574	305.727823	372.566204	581.874856	993.829379	950.830616	959.155736	386.515135	518.939078	960.523114	1067.126126	1168.124265	1134.045345	1208.649180	1178.650716	1074.243767	1055.793045	648.808677	393.998787	633.715925	895.886132	989.011729	789.940798	730.984142	798.651514	389.952812	305.839063	250.473360	341.013040	723.558977	768.939023	826.658046	602.360288	691.080509	813.641112	800.374306	813.850988	749.795529	719.040824	445.794237	715.554864	701.685217	695.074935	679.793327	295.080772	333.990125	401.221291	250.851632	311.226214	369.296116	302.522454	363.549553	146.162875	129.628581	219.770854	241.333973	374.439506	351.167378	335.883719	433.985907	629.145946	750.429279	624.313488	343.105936	431.878992	293.683140	435.212099	565.038440	344.819811	331.540851	292.809425	209.831936	118.267689	191.289398	327.972691	330.367129	479.485836	567.095217	480.026366	231.778328	124.584068	93.985693	290.682068	243.360733	527.460257	497.241166	535.096252	535.277765	459.072951	449.783466	427.129142	464.592508	340.934135	366.504588	358.883102	205.030518	445.155202	498.955832	552.367103	545.800436	413.196103	438.737036	464.640517	369.819966	221.740189	208.207497	418.250163	588.756612	301.558282	312.583059	722.045622	874.361638	823.506702	550.256827	392.021146	435.040483	117.354625	
7047.548992	13106.845348	35421.697418	128016.674438	34646.870455	6746.175356	3224.691691	3472.602134	2212.732188	2203.317188	3503.533347	3568.659503	2343.665814	3895.381534	3397.029325	2904.628914	2371.192212	1432.264458	697.743989	860.828524	1297.943008	647.433535	1053.850170	1172.383536	994.841264	763.532461	951.440482	1130.079037	1660.819973	1790.850848	1716.787300	1109.236394	663.600255	1309.287461	968.190963	386.881649	405.232218	600.564212	942.281911	951.462102	1017.595395	418.707125	600.314814	972.603430	1054.202914	1079.240116	974.849166	1076.083331	1024.962246	1178.138101	1185.138897	740.603782	391.948079	661.331752	944.429064	1081.566368	877.243072	788.428318	846.461779	424.607364	334.621999	287.237543	388.725927	677.610644	681.232543	665.258656	475.656529	599.889673	692.852479	759.745823	779.363909	687.769041	722.425513	536.047745	758.534163	681.911843	763.759048	702.392311	368.564861	386.466577	443.930751	234.927320	295.224508	386.222068	340.416554	340.211955	176.070892	147.898973	221.027504	217.684960	361.063162	338.643485	306.880116	379.335841	686.120345	662.382910	633.870483	322.636378	481.447888	325.117207	424.334445	550.455670	364.979437	317.388721	239.210209	203.443689	131.724506	183.715779	374.908022	373.035395	486.015341	625.180850	427.437587	288.681644	136.000156	106.315258	264.658909	335.321363	517.627724	441.481537	498.007461	459.631248	476.604509	443.022073	397.011068	453.607920	374.796112	412.137603	357.631321	230.071314	364.186166	444.648231	430.778418	415.764164	352.441664	388.621453	423.620295	366.449303	198.156177	225.804919	372.310131	445.318161	287.558156	338.576268	565.323035	556.463327	456.812336	425.926646	313.825203	313.624415	138.783940	
6615.359451	11960.057831	14979.204886	34646.870455	125949.111800	25022.610740	6572.142226	5527.346044	2655.289323	2521.298471	4286.686668	3983.729651	2918.120439	3507.770650	2729.087508	2287.020613	2409.182230	1756.640864	1053.245270	1194.832754	1476.100765	835.688333	1162.283426	1369.656992	1178.879415	938.323776	1187.077016	1301.311237	1600.083800	1068.912179	970.644685	1183.800509	869.289337	1263.837100	1040.580087	541.027618	609.846124	807.196355	917.616976	971.866878	988.864289	623.627243	738.666999	911.049442	766.327711	790.248287	818.617644	729.663554	745.888027	872.154408	935.428893	781.231441	589.525897	802.984118	971.361587	875.997614	777.089915	747.713249	904.057044	560.754600	474.658295	414.041724	548.268149	668.546717	634.404072	491.251744	482.997904	453.763446	514.106076	514.386686	602.709860	610.712308	624.132954	612.768305	665.807057	662.345234	630.414869	616.829669	429.235804	467.438000	488.016557	359.848642	366.435995	431.441301	348.646752	416.530039	238.973998	221.033874	356.803560	306.946612	380.878553	404.597943	412.350977	417.108243	486.341400	568.514326	566.460502	429.552757	427.881126	408.209104	456.117329	434.474085	385.414786	395.151309	327.930323	312.568729	214.438155	290.881649	409.302312	365.507314	496.366189	487.128250	414.302174	314.519345	234.369438	198.490119	352.756652	382.411196	397.846615	414.154367	342.833873	388.495740	355.032565	342.711185	389.583226	398.143755	378.000118	359.692707	346.966743	307.962735	340.903534	333.114941	296.540979	334.128806	274.569086	317.005904	342.518252	376.770620	278.156441	296.739745	328.317017	400.610315	352.129406	409.705778	433.085090	349.439083	293.398083	371.571189	367.742058	393.483202	160.099874	
5017.467698	7654.776441	3705.103232	6746.175356	25022.610740	141975.670212	45733.615413	11318.833212	4470.687463	3444.150289	3548.963897	2371.889374	3091.357476	1521.141639	1048.200877	1218.681779	1279.713009	1759.458228	2493.370576	1699.433869	1005.652157	1396.289473	1100.346075	1168.737494	1480.211345	1917.844608	1700.520821	1526.202351	989.622549	347.729755	386.706461	1004.600971	1470.552144	576.993300	679.529280	1254.205932	1282.737967	872.714647	452.445457	474.778214	454.509500	1306.972267	766.482371	455.213122	344.759488	351.558428	377.660332	308.257464	322.259976	317.774713	381.978593	567.893169	1106.981047	789.288396	438.393031	307.539081	426.983680	466.140825	377.423366	753.387725	713.082141	770.501610	694.172270	399.368997	245.643929	195.403468	419.638196	207.285797	161.616348	220.145157	214.385209	283.389217	269.300729	599.300124	289.891025	256.505264	193.775632	217.722306	556.611848	430.031957	497.910077	742.444350	444.306874	375.262935	422.430169	308.317269	514.701043	520.586422	426.984575	554.388799	473.303180	518.739575	406.108011	346.201291	184.155117	182.522893	216.764656	580.019732	214.464044	414.165303	219.813556	180.131112	368.426714	390.692745	411.979054	425.434699	595.128642	473.136178	301.388807	430.670745	215.758417	160.162492	214.651075	452.226377	470.934617	516.094947	337.018415	288.518983	162.827781	143.663611	172.191546	171.220073	131.714913	158.830303	218.909284	150.692545	239.513761	156.171776	210.013262	447.278899	178.239486	115.939207	85.900674	123.794793	163.543425	218.407586	152.682500	283.944281	410.615789	412.799603	165.647269	160.138367	382.887411	563.775209	180.028141	109.995735	98.777768	317.978795	587.807464	604.740306	254.296963	
2698.876456	3527.211151	2291.109100	3224.691691	6572.142226	45733.615413	126151.771726	45595.399263	8750.462106	6940.805367	7585.362597	3681.861387	4057.789684	2079.365622	1417.816659	1496.123715	1596.264480	1958.239005	2150.234387	1649.126558	1169.549321	1283.879020	1162.344837	1343.522950	1382.765887	1515.386981	1277.767523	1280.448884	923.439932	429.615248	305.316773	769.950702	1080.156533	589.452657	708.325145	1012.438550	1001.309668	940.455130	545.855352	541.500720	518.460609	951.921148	758.389785	487.603693	386.141822	339.027419	379.974677	287.964221	314.652188	308.015978	378.270070	534.737225	863.555284	701.859372	415.523408	303.877282	415.420323	455.510347	372.427440	647.932229	653.382765	652.863439	620.432389	419.544933	244.326771	218.026027	385.689442	242.751938	191.580409	233.455138	248.863515	289.304797	293.330607	534.875396	257.670729	261.194746	212.599114	221.956892	458.486702	414.675388	482.833478	660.956840	501.134414	464.244971	477.514536	369.370778	510.033956	533.429230	475.462634	520.544102	492.826969	504.075102	398.430669	353.775763	235.477404	181.977017	222.883170	450.674664	217.280520	351.605299	247.511366	224.156970	357.725457	390.429165	433.238133	483.908090	544.984589	417.725606	336.101718	407.803133	234.547147	227.783368	243.559991	381.537357	416.137899	438.828820	283.974685	255.769495	147.936227	164.198922	147.547596	183.665990	165.703162	153.853894	161.224330	162.942953	200.817940	128.993355	142.346988	335.616326	172.509613	129.361904	111.567428	106.061123	134.815856	189.307350	144.965533	275.640535	381.133755	366.223558	187.791934	157.707336	338.422262	422.360138	166.955527	104.475251	116.759355	260.151066	429.501539	447.155974	133.850238	
2187.172349	2758.425910	2738.281516	3472.602134	5527.346044	11318.833212	45595.399263	118408.571324	25994.136315	15910.755127	13775.891647	5809.477777	4927.719934	3448.096275	2175.681542	2235.680938	2309.663981	2114.213577	1782.226231	1392.668238	1284.079083	1231.719534	1251.410685	1318.526843	1190.594381	1135.464540	1148.104379	1242.323921	1125.663738	674.811197	544.006621	807.314699	934.123984	765.824504	775.130844	788.082268	819.441989	917.852679	783.063711	844.229673	674.007802	1029.767236	842.780711	634.610474	534.812499	483.227760	500.459208	453.487072	504.092919	441.214805	502.928921	577.265664	782.041230	586.815177	530.160812	489.114931	509.123108	613.895875	512.965274	646.945475	608.166247	579.465842	651.026638	489.791693	377.117409	263.064401	501.702553	310.216183	289.273204	358.648324	303.220662	432.612551	378.843889	608.697606	364.188244	359.394455	351.072579	338.680493	501.583705	472.209883	526.756973	632.393394	539.543511	467.393857	507.278678	440.350333	448.602605	457.386368	436.975220	507.970748	474.182405	493.694511	504.043887	454.556860	304.780812	270.504063	274.207612	443.485955	274.060092	419.296070	291.903239	244.120690	425.145686	461.542316	395.606054	485.406755	455.962503	419.153087	394.994012	442.217696	297.740854	302.404990	285.116653	407.276409	334.061232	296.246650	268.815584	295.904375	195.886697	198.733140	191.695742	218.970067	206.672340	216.865837	183.108242	175.198004	213.693833	168.998151	200.658864	340.734448	176.499790	168.360950	150.137522	193.500738	171.367376	267.392396	184.868137	268.540055	337.233672	369.085411	274.056185	216.266567	315.763685	368.026890	242.940071	162.882714	168.601756	274.740459	333.310343	338.403850	172.243768	
1339.701009	1725.710136	1865.605690	2212.732188	2655.289323	4470.687463	8750.462106	25994.136315	135540.249855	57394.157809	20309.117554	4724.564676	4354.909667	2828.520280	2142.996136	2053.030038	1778.237899	1531.349904	1824.812650	1043.171824	897.834234	1221.865294	1049.078558	1003.021502	815.487616	817.672316	823.679555	1024.230919	904.213305	846.455316	823.423378	704.676988	702.541752	491.279345	578.605294	667.225451	652.098422	700.718402	523.309582	619.638680	463.284316	969.872511	634.529629	464.108908	431.401408	450.228780	532.093073	411.054288	371.065765	372.073613	413.039261	518.498019	712.737574	476.664447	402.492749	376.936393	403.208966	613.083447	364.967895	546.818507	539.726102	499.766508	537.149179	389.221940	329.050929	289.085971	524.027922	343.495160	241.879711	399.245561	258.522657	372.017617	286.399193	615.414764	268.949140	286.505546	281.325763	236.601280	432.365727	397.843601	408.768383	486.897234	444.930505	377.973425	430.468739	338.779714	417.991380	409.133612	305.510460	417.288198	341.106905	383.103448	588.368613	496.742366	257.438492	221.453214	209.065383	375.265186	179.953749	336.305239	231.455422	207.179418	320.766081	358.258020	316.311389	380.607521	420.250972	333.356079	242.271796	453.360631	232.234079	232.454735	218.194526	332.923065	293.314617	291.158077	169.663889	223.852379	182.093360	170.601638	158.266880	196.510054	141.891417	169.865755	155.828508	127.288568	157.270997	116.881036	125.967970	303.843142	145.809836	160.497524	153.491222	218.744352	175.606668	273.855274	132.134472	213.207116	273.912576	295.181238	180.323813	165.472121	206.997057	248.597309	216.242092	209.372542	159.203540	263.300415	264.506803	271.666295	118.015012	
1402.030172	1552.503749	2031.776931	2203.317188	2521.298471	3444.150289	6940.805367	15910.755127	57394.157809	139726.596213	27511.834867	5458.209354	4693.063997	3078.598643	2776.603588	2452.569335	2042.021541	1578.258834	1663.065231	1145.317566	949.181098	1137.874211	1039.587437	915.103068	800.084317	765.407361	765.336890	1035.139278	1020.920602	1196.978380	971.300825	690.006484	653.455657	551.065903	597.218609	525.863407	575.472144	571.371205	514.302753	558.998512	500.428935	753.987435	588.913026	461.537108	571.488737	519.071734	545.718658	442.480269	437.529128	397.733318	389.461978	409.885693	563.367690	452.185648	364.430581	363.246288	453.563968	638.799493	381.440684	577.067430	536.598073	429.599339	498.418194	431.971777	338.131179	321.779979	581.980874	420.348402	298.303118	393.177518	258.028418	371.835919	272.653196	472.921298	297.242623	279.722583	235.582653	236.479508	319.839336	336.422817	371.804127	393.952363	393.556208	350.418951	378.402285	318.740637	314.001703	343.269288	287.361871	379.705172	330.479469	326.722723	661.642514	660.867819	270.615889	259.435127	211.347885	307.119913	198.884906	313.478951	191.602632	241.874703	275.730554	367.541929	337.249008	351.842687	322.460480	257.739504	230.826568	306.918825	196.404624	214.282845	225.138751	289.037580	252.495274	229.218809	152.522171	189.674619	154.901210	191.149626	200.481305	235.389889	174.701213	145.875677	143.946484	146.090085	158.851641	134.396206	139.219816	238.644909	146.007527	178.735943	179.534098	247.189011	208.335013	306.170653	154.698130	203.583032	212.336126	275.207944	159.619651	179.898072	201.558521	229.629579	234.645500	246.489769	271.437794	261.798994	273.248901	326.317372	130.430206	
