10	1	10	1	174337.757859
10	1	10	500001	51503.079789
10	500001	10	500001	144185.538141
10	1	10	1000001	17110.759970
10	500001	10	1000001	44119.581653
10	1000001	10	1000001	121995.512767
10	1	10	1500001	8048.614799
10	500001	10	1500001	11571.782175
10	1000001	10	1500001	40847.383312
10	1500001	10	1500001	134969.332645
10	1	10	2000001	5762.236306
10	500001	10	2000001	7781.281038
10	1000001	10	2000001	19375.091346
10	1500001	10	2000001	36953.370672
10	2000001	10	2000001	136303.842335
10	1	10	2500001	5128.913163
10	500001	10	2500001	6712.996649
10	1000001	10	2500001	13095.175514
10	1500001	10	2500001	18360.800095
10	2000001	10	2500001	39432.190099
10	2500001	10	2500001	130579.383528
10	1	10	3000001	4148.594051
10	500001	10	3000001	5528.880295
10	1000001	10	3000001	8723.910024
10	1500001	10	3000001	8981.043310
10	2000001	10	3000001	9899.950938
10	2500001	10	3000001	28996.457820
10	3000001	10	3000001	111803.517438
10	1	10	3500001	2401.280457
10	500001	10	3500001	2644.315574
10	1000001	10	3500001	3451.006054
10	1500001	10	3500001	3732.086967
10	2000001	10	3500001	3439.058135
10	2500001	10	3500001	6263.907700
10	3000001	10	3500001	37451.691527
10	3500001	10	3500001	140568.276432
10	1	10	4000001	2316.313631
10	500001	10	4000001	2455.181435
10	1000001	10	4000001	3215.698547
10	1500001	10	4000001	3835.741044
10	2000001	10	4000001	4551.569846
10	2500001	10	4000001	7480.180068
10	3000001	10	4000001	29051.454616
10	3500001	10	4000001	59308.700734
10	4000001	10	4000001	131677.466123
10	1	10	4500001	2442.187415
10	500001	10	4500001	2466.874464
10	1000001	10	4500001	3480.140484
10	1500001	10	4500001	4468.846524
10	2000001	10	4500001	6499.005531
10	2500001	10	4500001	9600.644437
10	3000001	10	4500001	26214.765224
10	3500001	10	4500001	22034.516702
10	4000001	10	4500001	36117.990508
10	4500001	10	4500001	119068.152942
10	1	10	5000001	2568.360850
10	500001	10	5000001	2668.625228
10	1000001	10	5000001	3412.979842
10	1500001	10	5000001	4054.685818
10	2000001	10	5000001	5458.981051
10	2500001	10	5000001	6683.203503
10	3000001	10	5000001	9547.055339
10	3500001	10	5000001	6977.463421
10	4000001	10	5000001	9188.799667
10	4500001	10	5000001	34475.412897
10	5000001	10	5000001	132128.299052
10	1	10	5500001	2271.161402
10	500001	10	5500001	2672.905312
10	1000001	10	5500001	3138.832680
10	1500001	10	5500001	2832.771447
10	2000001	10	5500001	1887.198278
10	2500001	10	5500001	2797.251801
10	3000001	10	5500001	6268.368279
10	3500001	10	5500001	6582.631260
10	4000001	10	5500001	5457.545104
10	4500001	10	5500001	10463.238659
10	5000001	10	5500001	32817.418852
10	5500001	10	5500001	143641.210152
10	1	10	6000001	1798.379081
10	500001	10	6000001	1834.600454
10	1000001	10	6000001	2167.661524
10	1500001	10	6000001	1869.751322
10	2000001	10	6000001	1056.322943
10	2500001	10	6000001	1680.769154
10	3000001	10	6000001	3111.928095
10	3500001	10	6000001	3934.645784
10	4000001	10	6000001	2803.207302
10	4500001	10	6000001	3521.174268
10	5000001	10	6000001	7409.187602
10	5500001	10	6000001	40133.323072
10	6000001	10	6000001	158349.873750
10	1	10	6500001	1750.097052
10	500001	10	6500001	1818.208794
10	1000001	10	6500001	1888.077018
10	1500001	10	6500001	2152.868335
10	2000001	10	6500001	2144.544658
10	2500001	10	6500001	2508.449206
10	3000001	10	6500001	2978.063999
10	3500001	10	6500001	2506.327293
10	4000001	10	6500001	2914.870344
10	4500001	10	6500001	4578.588247
10	5000001	10	6500001	7458.129037
10	5500001	10	6500001	9576.923577
10	6000001	10	6500001	33848.647410
10	6500001	10	6500001	126213.160858
10	1	10	7000001	1573.468180
10	500001	10	7000001	1495.910061
10	1000001	10	7000001	1738.686506
10	1500001	10	7000001	1604.624186
10	2000001	10	7000001	1241.316512
10	2500001	10	7000001	1673.826592
10	3000001	10	7000001	2264.183532
10	3500001	10	7000001	2249.374708
10	4000001	10	7000001	2095.035241
10	4500001	10	7000001	2469.356178
10	5000001	10	7000001	3930.356378
10	5500001	10	7000001	6721.668072
10	6000001	10	7000001	12778.447929
10	6500001	10	7000001	40413.127376
10	7000001	10	7000001	134591.524706
10	1	10	7500001	1411.181437
10	500001	10	7500001	1347.485508
10	1000001	10	7500001	1549.395882
10	1500001	10	7500001	1542.433501
10	2000001	10	7500001	1256.960529
10	2500001	10	7500001	1680.881082
10	3000001	10	7500001	2138.274722
10	3500001	10	7500001	2014.403194
10	4000001	10	7500001	1786.553407
10	4500001	10	7500001	2350.092421
10	5000001	10	7500001	3448.757612
10	5500001	10	7500001	4873.050671
10	6000001	10	7500001	8033.496970
10	6500001	10	7500001	17458.668398
10	7000001	10	7500001	40681.927525
10	7500001	10	7500001	112369.963849
10	1	10	8000001	1276.275566
10	500001	10	8000001	1171.286247
10	1000001	10	8000001	1407.659650
10	1500001	10	8000001	1695.977198
10	2000001	10	8000001	1899.706058
10	2500001	10	8000001	2188.810679
10	3000001	10	8000001	2016.760151
10	3500001	10	8000001	1691.711980
10	4000001	10	8000001	1905.619046
10	4500001	10	8000001	2783.273419
10	5000001	10	8000001	3692.687534
10	5500001	10	8000001	2984.621496
10	6000001	10	8000001	3585.640709
10	6500001	10	8000001	8121.030627
10	7000001	10	8000001	10221.736284
10	7500001	10	8000001	32615.935991
10	8000001	10	8000001	123119.051517
10	1	10	8500001	1065.947670
10	500001	10	8500001	883.819617
10	1000001	10	8500001	1159.763013
10	1500001	10	8500001	1655.369965
10	2000001	10	8500001	2562.836170
10	2500001	10	8500001	2578.969158
10	3000001	10	8500001	1678.653514
10	3500001	10	8500001	1219.763212
10	4000001	10	8500001	1855.130749
10	4500001	10	8500001	2916.991568
10	5000001	10	8500001	3881.035689
10	5500001	10	8500001	1772.899907
10	6000001	10	8500001	1963.958344
10	6500001	10	8500001	6084.002776
10	7000001	10	8500001	5812.373553
10	7500001	10	8500001	17158.077905
10	8000001	10	8500001	42444.138060
10	8500001	10	8500001	132550.836180
10	1	10	9000001	1012.255944
10	500001	10	9000001	889.044224
10	1000001	10	9000001	1059.454356
10	1500001	10	9000001	1369.126611
10	2000001	10	9000001	2177.520373
10	2500001	10	9000001	2183.197485
10	3000001	10	9000001	1613.047332
10	3500001	10	9000001	1160.584148
10	4000001	10	9000001	1596.746333
10	4500001	10	9000001	2872.574584
10	5000001	10	9000001	3589.157509
10	5500001	10	9000001	1546.372104
10	6000001	10	9000001	2090.098213
10	6500001	10	9000001	6864.197607
10	7000001	10	9000001	6932.543972
10	7500001	10	9000001	19925.181516
10	8000001	10	9000001	24079.554313
10	8500001	10	9000001	37065.155882
10	9000001	10	9000001	109501.027770
10	1	10	9500001	935.046597
10	500001	10	9500001	804.057828
10	1000001	10	9500001	955.139824
10	1500001	10	9500001	1390.964874
10	2000001	10	9500001	2123.651899
10	2500001	10	9500001	2147.983797
10	3000001	10	9500001	1438.985751
10	3500001	10	9500001	1092.081687
10	4000001	10	9500001	1549.395959
10	4500001	10	9500001	2349.131135
10	5000001	10	9500001	2948.610453
10	5500001	10	9500001	1344.040316
10	6000001	10	9500001	1360.099001
10	6500001	10	9500001	3668.344952
10	7000001	10	9500001	3265.519567
