20000000	20000000	200317.272937
20000000	20500000	32533.126473
20500000	20500000	154388.796599
20000000	21000000	13797.270074
20500000	21000000	11648.439883
21000000	21000000	251770.718027
20000000	21500000	6011.585891
20500000	21500000	28190.603146
21000000	21500000	11774.447891
21500000	21500000	213692.275554
20000000	22000000	11811.937360
20500000	22000000	28504.229928
21000000	22000000	20501.510934
21500000	22000000	28702.368520
22000000	22000000	166326.331663
20000000	22500000	7895.080025
20500000	22500000	20062.290752
21000000	22500000	5438.373935
21500000	22500000	10722.470016
22000000	22500000	18066.330922
22500000	22500000	133710.709122
20000000	23000000	1969.829822
20500000	23000000	6336.208288
21000000	23000000	2817.757105
21500000	23000000	8958.310921
22000000	23000000	6274.942860
22500000	23000000	53826.949219
23000000	23000000	200765.245377
20000000	23500000	6690.614042
20500000	23500000	6551.291205
21000000	23500000	3706.019115
21500000	23500000	5128.713859
22000000	23500000	5098.499203
22500000	23500000	12573.262718
23000000	23500000	5599.823626
23500000	23500000	131556.313101
20000000	24000000	6289.175128
20500000	24000000	4236.738870
21000000	24000000	2655.101972
21500000	24000000	2362.432024
22000000	24000000	3180.257072
22500000	24000000	4928.562268
23000000	24000000	2335.454383
23500000	24000000	37572.998835
24000000	24000000	130079.825050
20000000	24500000	5423.722648
20500000	24500000	3494.723083
21000000	24500000	1915.199559
21500000	24500000	1755.396751
22000000	24500000	2730.297425
22500000	24500000	3503.301938
23000000	24500000	1865.307597
23500000	24500000	19499.022201
24000000	24500000	37458.253426
24500000	24500000	130603.510799
20000000	25000000	4494.604383
20500000	25000000	3325.574021
21000000	25000000	1524.372052
21500000	25000000	1897.661840
22000000	25000000	2804.870433
22500000	25000000	3824.112297
23000000	25000000	2330.394327
23500000	25000000	15576.176859
24000000	25000000	21450.365195
24500000	25000000	38854.834110
25000000	25000000	122137.861122
20000000	25500000	3154.840627
20500000	25500000	3159.961704
21000000	25500000	1541.083621
21500000	25500000	2464.490624
22000000	25500000	3272.699395
22500000	25500000	5013.705185
23000000	25500000	3436.264147
23500000	25500000	14121.741298
24000000	25500000	15663.951050
24500000	25500000	21754.853358
25000000	25500000	43011.573731
25500000	25500000	112476.450012
20000000	26000000	4007.472757
20500000	26000000	3039.828547
21000000	26000000	2066.206630
21500000	26000000	1757.910973
22000000	26000000	2760.331117
22500000	26000000	3546.977033
23000000	26000000	2128.935039
23500000	26000000	12096.430897
24000000	26000000	14225.481785
24500000	26000000	16209.285848
25000000	26000000	19656.268688
25500000	26000000	36358.175581
26000000	26000000	121773.878294
20000000	26500000	5185.622242
20500000	26500000	2983.933881
21000000	26500000	1788.736855
21500000	26500000	1388.347139
22000000	26500000	1961.367282
22500000	26500000	2331.293420
23000000	26500000	1017.883998
23500000	26500000	11904.279981
24000000	26500000	15053.947460
24500000	26500000	15414.739227
25000000	26500000	14924.268144
25500000	26500000	17208.956874
26000000	26500000	35168.371981
26500000	26500000	130141.581156
20000000	27000000	5167.129857
20500000	27000000	3026.534922
21000000	27000000	1938.869836
21500000	27000000	1273.140536
22000000	27000000	1900.884773
22500000	27000000	2188.294981
23000000	27000000	1001.201730
23500000	27000000	9442.556442
24000000	27000000	10878.491250
24500000	27000000	10477.235302
25000000	27000000	9813.180065
25500000	27000000	10469.957014
26000000	27000000	15466.019074
26500000	27000000	31204.567149
27000000	27000000	123413.917801
20000000	27500000	5165.316845
20500000	27500000	2724.173945
21000000	27500000	1636.180076
21500000	27500000	1262.662376
22000000	27500000	1826.545820
22500000	27500000	1896.456541
23000000	27500000	917.094649
23500000	27500000	7508.763303
24000000	27500000	9054.354735
24500000	27500000	8210.001679
25000000	27500000	7376.905143
25500000	27500000	7092.994965
26000000	27500000	10325.063942
26500000	27500000	16725.673161
27000000	27500000	42776.793048
27500000	27500000	139939.449498
20000000	28000000	3374.536178
