0	0	442732.354372
0	1000000	104734.433141
1000000	1000000	395674.855747
0	2000000	29398.647419
1000000	2000000	77887.415663
2000000	2000000	432532.120258
0	3000000	12811.392953
1000000	3000000	16004.878141
2000000	3000000	56030.851658
3000000	3000000	402015.685116
0	4000000	9859.359691
1000000	4000000	11894.986090
2000000	4000000	17224.040935
3000000	4000000	82170.433453
4000000	4000000	348608.366835
0	5000000	4344.853103
1000000	5000000	5386.636446
2000000	5000000	3700.628189
3000000	5000000	9098.548035
4000000	5000000	51220.195934
5000000	5000000	281937.278300
0	6000000	2567.941282
1000000	6000000	2978.256594
2000000	6000000	1754.361686
3000000	6000000	3678.850580
4000000	6000000	7989.530729
5000000	6000000	88152.664495
6000000	6000000	296381.320967
0	7000000	2137.834447
1000000	7000000	2498.635442
2000000	7000000	1388.724128
3000000	7000000	2527.659248
4000000	7000000	4581.738116
5000000	7000000	36564.314737
6000000	7000000	91885.807588
7000000	7000000	313978.900252
0	8000000	2499.147597
1000000	8000000	2662.271253
2000000	8000000	1830.192002
3000000	8000000	3377.097150
4000000	8000000	8025.011582
5000000	8000000	26107.556268
6000000	8000000	36299.151754
7000000	8000000	67766.090435
8000000	8000000	276943.828119
0	9000000	2214.124601
1000000	9000000	2335.957786
2000000	9000000	1934.781405
3000000	9000000	3557.756423
4000000	9000000	7427.916178
5000000	9000000	13181.549726
6000000	9000000	11729.119980
7000000	9000000	14882.511736
8000000	9000000	84119.767654
9000000	9000000	285641.896624
0	10000000	2150.036628
1000000	10000000	2016.412378
2000000	10000000	2076.602504
3000000	10000000	4295.503919
4000000	10000000	6109.733187
5000000	10000000	7610.512109
6000000	10000000	5678.656153
7000000	10000000	7031.249708
8000000	10000000	26348.043676
9000000	10000000	108769.637458
10000000	10000000	332114.799308
0	11000000	2607.545479
1000000	11000000	2196.784959
2000000	11000000	3210.427703
3000000	11000000	5176.013002
4000000	11000000	6667.695753
5000000	11000000	3084.017383
6000000	11000000	1537.758330
7000000	11000000	1856.266344
8000000	11000000	6962.046657
9000000	11000000	14589.296703
10000000	11000000	63723.680946
11000000	11000000	425775.852607
0	12000000	2055.030674
1000000	12000000	1984.646949
2000000	12000000	2072.206355
3000000	12000000	3500.133603
4000000	12000000	5132.201547
5000000	12000000	5063.334466
6000000	12000000	3483.491488
7000000	12000000	3885.934231
8000000	12000000	7728.578836
9000000	12000000	12463.606151
10000000	12000000	17007.591543
11000000	12000000	53153.301766
12000000	12000000	336415.262965
0	13000000	1700.677315
1000000	13000000	1827.304780
2000000	13000000	1313.481924
3000000	13000000	2373.144841
4000000	13000000	3004.837811
5000000	13000000	8485.712329
6000000	13000000	9188.595807
7000000	13000000	10271.345562
8000000	13000000	10710.561489
9000000	13000000	12923.365522
10000000	13000000	11109.180412
11000000	13000000	9789.799217
12000000	13000000	90394.262594
13000000	13000000	342665.820492
0	14000000	2393.165141
1000000	14000000	2253.401054
2000000	14000000	2661.050417
3000000	14000000	4102.022347
4000000	14000000	5262.499194
5000000	14000000	3684.393657
6000000	14000000	1952.350007
7000000	14000000	2265.779759
8000000	14000000	4678.036805
9000000	14000000	6381.399633
10000000	14000000	8495.834354
11000000	14000000	13998.676125
12000000	14000000	34786.214359
13000000	14000000	50096.634144
14000000	14000000	423312.096030
0	15000000	3195.692101
1000000	15000000	3432.651420
2000000	15000000	3627.119674
3000000	15000000	4328.167318
4000000	15000000	5974.283586
5000000	15000000	3403.002427
6000000	15000000	1962.024445
7000000	15000000	2118.785359
8000000	15000000	3745.051231
9000000	15000000	4439.804814
10000000	15000000	4603.183220
11000000	15000000	6713.055083
12000000	15000000	9982.283387
13000000	15000000	10087.248114
14000000	15000000	26001.803237
15000000	15000000	354394.192305
0	16000000	2334.709979
1000000	16000000	2376.877407
2000000	16000000	2367.035815
3000000	16000000	3303.906453
4000000	16000000	4079.496921
5000000	16000000	3193.726516
