442732.354372	104734.433141	29398.647419	12811.392953	9859.359691	4344.853103	2567.941282	2137.834447	2499.147597	2214.124601	2150.036628	2607.545479	2055.030674	1700.677315	2393.165141	3195.692101	2334.709979	2073.397613	2114.331947	2292.889488	1784.963658	1945.624449	2070.014356	2165.734288	1582.431325	1439.324521	1247.690141	2190.802740	3516.932471	3430.013997	4586.503859	3833.864400	918.995008	1077.884409	631.942522	388.196319	1130.905569	818.813059	813.848757	641.001572	1070.259660	412.630214	326.687187	674.343703	392.072645	357.324346	921.384242	1346.151763	780.466931	241.114956	220.849536	263.993000	241.910386	185.781451	241.277820	254.637724	973.447870	2568.722730	1730.557296	1560.929656	1232.430582	890.866036	591.887433	405.052775	637.128070	671.563949	262.937954	285.628271	350.065298	303.387073	410.076832	776.875743	463.797096	563.490555	1297.028939	1741.981518	1331.110585	2574.643217	5258.453315	8383.129771	10859.464669	
104734.433141	395674.855747	77887.415663	16004.878141	11894.986090	5386.636446	2978.256594	2498.635442	2662.271253	2335.957786	2016.412378	2196.784959	1984.646949	1827.304780	2253.401054	3432.651420	2376.877407	2255.350880	2277.677381	2501.987895	2162.586337	1959.180002	2237.382977	1978.792762	1761.826581	1614.222763	1456.751494	2341.829518	3997.093388	3599.687005	4075.570151	3473.321610	996.763502	1165.148481	687.231776	323.069559	954.585594	731.856074	757.387841	766.142300	989.842953	513.519244	401.070713	571.316601	375.425805	450.745443	883.773054	1114.522818	714.906632	252.614160	229.787369	232.591592	238.778264	200.325116	236.070042	323.516883	956.973121	2226.359213	1622.610192	1362.613737	1075.480125	784.335706	503.930171	405.836736	580.461796	510.525842	238.442295	366.248103	348.263350	343.457621	400.960259	686.187153	510.643108	697.834852	1366.802750	1797.041620	1807.174092	2880.457671	5062.074409	5300.515217	4702.701899	
29398.647419	77887.415663	432532.120258	56030.851658	17224.040935	3700.628189	1754.361686	1388.724128	1830.192002	1934.781405	2076.602504	3210.427703	2072.206355	1313.481924	2661.050417	3627.119674	2367.035815	1875.684751	2030.883441	2138.567531	1663.712607	2143.747368	2402.036757	2221.145721	1578.645942	1185.830885	791.876689	1791.680807	4468.284155	5594.016975	6841.071654	3125.630129	512.822758	666.123018	259.864544	145.055022	953.893702	766.175900	644.665417	490.599238	928.844663	278.828156	231.848835	589.093032	223.893083	283.587416	1010.168502	1581.262687	708.737031	175.687198	152.040057	181.840287	187.504193	138.839711	152.699954	174.558347	961.773443	3469.468362	2318.926814	1906.361096	1387.445883	868.643529	539.206707	326.621228	644.411301	662.075627	205.414384	251.801443	269.732702	244.641352	341.626031	797.772613	350.241213	419.045085	1239.031482	1780.578991	939.645053	1983.055206	4050.854535	5324.888640	2904.183225	
12811.392953	16004.878141	56030.851658	402015.685116	82170.433453	9098.548035	3678.850580	2527.659248	3377.097150	3557.756423	4295.503919	5176.013002	3500.133603	2373.144841	4102.022347	4328.167318	3303.906453	2789.465007	2548.474398	3058.810439	2301.927899	2879.530934	3201.234449	3273.782146	2356.822136	1806.182478	1116.291975	2930.862494	5022.807647	5125.381295	6701.367395	5019.807356	1036.559828	1241.692694	711.180514	376.446394	1902.303012	1528.905474	1288.375817	919.523800	1606.404705	479.045570	414.315093	1065.787848	408.471573	461.771321	1579.948828	2421.962903	1212.781910	296.227746	298.215167	288.245697	327.136063	278.461942	274.317315	330.661913	1445.216992	3687.857956	3064.181495	2529.515325	1747.097614	1330.093335	908.070177	529.501554	1086.541351	1172.454733	326.495856	378.342551	400.289024	392.442759	577.380492	1255.596459	556.989705	651.121370	1718.078232	2034.193595	1089.969538	2020.431229	2795.499316	3352.390745	2205.295981	
9859.359691	11894.986090	17224.040935	82170.433453	348608.366835	51220.195934	7989.530729	4581.738116	8025.011582	7427.916178	6109.733187	6667.695753	5132.201547	3004.837811	5262.499194	5974.283586	4079.496921	3428.166218	3593.743234	4266.186847	3293.954018	3480.739300	3938.673487	4200.979319	3760.777723	3179.884268	2303.383840	4745.741701	6664.128063	4754.201498	7182.265289	7179.888716	1463.096589	1942.643969	893.293679	392.303863	2751.996243	2227.977155	2142.685112	1822.776259	2709.880738	940.804753	790.166373	1701.840609	824.108007	982.052607	2561.439867	3116.587470	2127.771197	469.419125	421.155297	440.409189	462.521983	409.212313	429.170651	580.948131	2712.216325	3827.341629	2405.017592	2157.829237	2162.068643	1800.940653	1113.816691	758.299901	1557.642525	1532.040677	520.007522	696.884856	754.903013	695.475172	795.022702	1798.207586	990.457443	1171.826314	2349.417172	2338.434655	1485.233039	2315.681221	2546.509058	2463.036318	1730.977582	
4344.853103	5386.636446	3700.628189	9098.548035	51220.195934	281937.278300	88152.664495	36564.314737	26107.556268	13181.549726	7610.512109	3084.017383	5063.334466	8485.712329	3684.393657	3403.002427	3193.726516	4792.980584	3811.322772	4747.860259	4935.704441	2225.764354	2443.595554	2363.839617	3216.884804	6049.359941	7909.410153	5155.067047	2980.541822	1312.520942	1715.157206	7938.089574	9304.496142	8192.196962	5979.901644	3252.447265	4049.155829	2811.018271	3241.681309	3564.255572	2764.522376	3688.927336	2866.555675	1905.285414	2912.669805	2863.324079	2023.885692	1252.646964	1978.830133	2038.661352	1871.677430	1698.462684	1635.501008	1779.663877	2186.987725	3136.926306	2829.848795	815.118826	632.026791	611.287068	773.293146	1137.987778	1194.742067	1596.026171	1259.544930	1013.132145	1212.061758	1427.625155	1633.299348	1740.207621	1684.863078	1212.662312	2069.354289	2562.083934	1576.158195	1025.274537	1791.824862	1663.251920	1035.030545	575.992742	599.165194	
2567.941282	2978.256594	1754.361686	3678.850580	7989.530729	88152.664495	296381.320967	91885.807588	36299.151754	11729.119980	5678.656153	1537.758330	3483.491488	9188.595807	1952.350007	1962.024445	2229.307475	4028.470296	3175.741885	3290.931580	4049.788764	1338.782319	1795.037154	1307.341289	2022.692581	5260.185282	8247.738389	2811.777602	1314.139234	514.157310	588.707845	4893.762678	12794.926862	11526.838979	10568.815331	5980.242881	3245.263351	1925.664426	2220.925560	2496.574638	1345.647498	3784.360175	3215.562723	1080.761712	2899.825552	2662.050615	1058.690351	445.187210	1049.534788	2979.559545	3064.982757	2567.935138	2466.816768	2943.281679	3480.706598	4020.557692	1552.656008	260.154259	304.479855	268.262737	290.129060	622.064767	789.870025	1553.833675	740.178496	493.921528	1301.248795	1308.021293	1479.494131	1793.594185	1426.192431	556.229610	1569.691366	2110.069604	693.853913	403.255856	1206.334415	844.884436	494.970456	195.328375	316.718340	
2137.834447	2498.635442	1388.724128	2527.659248	4581.738116	36564.314737	91885.807588	313978.900252	67766.090435	14882.511736	7031.249708	1856.266344	3885.934231	10271.345562	2265.779759	2118.785359	2199.886228	4106.415225	3285.808960	3243.086717	4174.446896	1309.952956	1844.331858	1241.128348	1991.328420	5068.510045	8134.707609	2681.521862	1222.502805	471.885387	561.976603	4172.391055	12909.023913	11930.017025	11441.249185	6652.246135	2789.123228	1778.576313	2056.608337	2428.551897	1194.400454	3927.873522	3330.767147	952.003726	3115.895027	2628.331290	967.230627	426.742536	1010.112588	3189.093279	3465.152099	2896.468415	2828.023866	3199.827692	3730.982174	4283.655015	1496.232105	254.638469	297.069353	228.890067	276.957829	586.345619	703.048747	1508.695224	782.235811	535.013487	1345.102917	1353.527157	1443.662352	1701.029340	1423.936950	489.562404	1577.703843	2150.693635	667.131811	395.491699	1108.721432	805.172503	436.025739	178.037797	260.228688	
2499.147597	2662.271253	1830.192002	3377.097150	8025.011582	26107.556268	36299.151754	67766.090435	276943.828119	84119.767654	26348.043676	6962.046657	7728.578836	10710.561489	4678.036805	3745.051231	3098.556470	4815.890626	3928.012026	4725.038813	4558.144000	2112.787332	2419.117916	2235.662555	3042.470046	5606.884181	7105.599082	4387.469844	2592.195060	1157.984960	1569.161228	5901.839733	7011.271714	7334.507156	5014.188141	2998.999242	3351.485215	2444.860146	2648.894341	3066.816388	2459.143691	3265.203767	2566.858789	1889.538225	2515.036964	2457.946529	1884.781422	1159.841054	1944.676148	2027.276592	1787.223856	1739.944533	1790.319694	1884.646809	2100.165094	2617.694118	2448.495400	694.895679	611.424301	548.616891	775.462122	1070.750107	1109.279762	1436.467387	1130.506866	1012.467931	1261.223813	1388.839687	1519.382125	1572.426144	1491.977137	1152.344527	1736.608723	2100.060291	1277.299452	880.620229	1336.185127	1269.949040	707.286520	451.475258	483.992991	
2214.124601	2335.957786	1934.781405	3557.756423	7427.916178	13181.549726	11729.119980	14882.511736	84119.767654	285641.896624	108769.637458	14589.296703	12463.606151	12923.365522	6381.399633	4439.804814	3628.738909	5214.599325	4043.125260	4875.184750	4844.575590	2537.123353	3009.901894	2921.211857	3436.629864	5229.301508	5508.859343	4847.079082	3014.331293	1506.585533	1825.557140	4710.283410	3187.008774	4124.121282	2221.137088	1146.124730	2734.673246	2312.157400	2650.383414	3065.408462	2451.604204	2379.730992	1891.733627	1913.356158	1985.083142	2206.202073	2132.616430	1537.141359	1745.509073	1214.576826	1074.354555	1045.097903	1114.214901	1073.167465	1139.514228	1665.788490	2531.194561	952.150562	748.663153	771.708060	910.359120	1210.458718	1104.369825	1305.177039	1138.803281	1101.949432	1091.815791	1324.983325	1406.421783	1341.188809	1294.971091	1289.708218	1682.209059	1854.869186	1556.350296	1183.962942	1561.651664	1369.185363	848.075919	550.800227	601.210324	
