566508.854887	25728.083098	6243.732938	3271.262077	1490.000589	1741.366488	4934.186524	9172.695443	7565.448862	7885.174430	4300.578977	3298.798155	981.354739	1762.597019	2095.568495	1448.762487	499.768534	1265.712328	3124.031684	3985.838450	1426.667971	1331.277786	2034.242695	1431.878767	2313.030419	2666.667001	1147.636142	1582.900122	1478.227006	1506.841861	1367.290637	314.079935	289.886321	681.619779	441.445238	407.640933	258.655272	698.936557	742.419854	647.712329	412.532535	587.984293	393.329383	670.144081	1040.601375	176.055826	189.038628	363.261027	306.606558	118.488321	172.497202	222.403679	184.349317	201.626442	195.453539	113.862148	120.238129	171.130788	138.726637	412.435717	730.941667	822.708275	348.503099	573.134286	761.949071	890.549111	1377.928447	1230.162476	1251.386380	642.172586	268.692764	309.592754	218.958181	214.017145	116.853017	346.601916	346.874083	313.695789	775.661735	1020.586801	1112.669364	270.537893	863.870629	205.962749	126.710968	309.477237	153.194987	121.316871	156.797326	
25728.083098	354979.266594	93763.879405	15208.870553	8813.606299	11467.433780	13608.104116	9230.178413	7403.270567	6668.135657	6232.118468	6523.860821	5489.116015	4919.417711	4263.664687	4469.462287	3600.798111	4592.978319	4951.855617	4664.784306	4685.006977	3324.042836	2916.763266	2879.350582	2969.828731	3047.391063	4162.588812	3206.399740	2597.931672	2635.215374	2963.936951	2260.478046	1805.066334	2045.138716	2043.693597	1866.035448	1703.685196	1829.670400	2029.760628	2226.096539	1632.163206	1740.508673	1477.330285	1554.457970	1764.665732	1094.508559	947.732227	1017.380158	1041.614350	598.728440	625.738161	708.903217	538.534548	581.081889	557.424131	547.754065	569.452795	649.372430	917.202858	1403.098370	1449.434839	1452.693785	1856.701367	1432.108753	1175.007886	1149.019399	1168.653329	1216.952248	1268.078332	1386.550350	1052.886870	963.375731	884.612661	720.875133	811.608947	960.567463	941.560593	1052.421686	1499.500261	1280.331999	1343.126921	1445.852972	1326.010049	1076.752321	714.530725	758.119191	659.802844	485.114265	868.265912	
6243.732938	93763.879405	335190.628965	50809.877938	19535.125731	18263.257344	12047.909736	4288.171095	3386.705133	2785.380987	3746.364865	4204.133147	7111.236649	4743.254209	3163.664394	4463.551172	5590.243193	5121.467363	3085.440881	2298.108583	4490.361613	2401.756445	1716.460673	1860.808912	1533.597124	1556.482945	3581.584669	2169.429326	1783.081449	1700.731564	2132.419711	3547.623260	2579.832868	2391.907889	2542.792344	2224.412797	2907.989850	2119.104831	2258.210274	2662.115327	2073.054055	1694.831932	1674.114236	1652.715308	1464.632176	1952.920990	1650.491541	1136.451428	1185.063677	1044.925491	1073.825523	1126.741183	996.191629	785.355995	1128.210340	1179.731954	1220.734770	1213.362130	1758.062142	1874.760654	1220.969929	982.709270	1823.587905	991.164878	749.819468	640.017998	629.444775	665.437412	688.666690	1400.657425	1373.389973	1387.864118	1589.205344	1207.487118	1388.849501	1279.369261	1496.531537	1647.381242	1458.807298	849.022815	1146.162981	2137.118458	1194.309401	1918.384613	1434.336486	1239.839926	1278.627442	1010.452774	1426.514277	
3271.262077	15208.870553	50809.877938	322314.958718	90054.577015	21470.333963	15594.064053	5991.598702	4473.667015	3677.934175	4632.461874	5260.724827	4836.347686	5027.504983	4464.254213	4935.492491	3812.451913	4863.530797	3754.411570	2816.615675	3632.412581	2770.680184	2421.783421	2211.067188	1951.817941	2043.128570	3019.137052	2855.342480	2556.679700	2399.260050	2910.074660	2225.415684	3030.912681	2921.218703	2580.204188	2745.264692	2247.361598	2597.982370	2852.524881	2505.083479	2100.664194	2278.911269	1854.069432	1786.521650	1943.997234	1393.714867	1670.459138	1747.306901	1250.329285	1094.190643	1199.751641	1528.427724	1014.040488	1118.510331	1037.440722	1233.617494	1085.206353	1658.159067	1809.083361	2124.665620	1837.923445	1526.961929	1713.165090	1404.125923	1130.739670	971.779647	879.023771	1001.361188	1008.862423	1620.223121	1511.947814	1523.936363	1609.910302	1551.023810	1389.652604	1866.867778	1856.090382	1814.092440	1387.127387	1094.411714	1301.159916	2024.042948	1837.479973	1496.299005	1078.667434	1558.315591	1234.023707	1141.588044	1096.961126	
1490.000589	8813.606299	19535.125731	90054.577015	363893.736455	71043.313577	10925.414490	3263.023008	2378.141845	1893.686201	2262.185104	2495.317861	5025.817630	3210.874878	2146.400569	3138.209728	5057.827199	3152.753696	1735.002117	1307.774892	2638.455778	1502.904419	1125.316262	1159.550547	906.450227	860.972762	2102.534405	1326.006068	1147.473844	1052.307288	1342.433516	3388.565866	2334.797401	1971.527587	2086.934449	1815.413982	2692.571925	1556.915285	1527.864407	1764.877114	1728.724592	1355.493036	1383.638838	1219.651948	1013.250036	2028.200401	1874.991931	1187.559013	1244.134139	1448.081599	1450.131826	1466.553562	1315.672324	1003.849552	1446.925076	1831.626472	1912.199095	1759.130390	2190.265623	1603.571448	831.621210	575.698456	1205.684974	641.641332	554.581529	449.410618	359.641614	451.058263	419.816409	899.593911	1211.060934	1365.977754	1885.996511	1600.140650	1698.737994	1429.390813	1476.768534	1534.892081	1032.542400	601.573248	763.668291	1975.985239	930.353418	2087.576297	2107.740419	1751.518157	1924.775282	1410.444284	1376.947401	
1741.366488	11467.433780	18263.257344	21470.333963	71043.313577	370357.710490	42193.009786	6125.513927	4086.863363	3223.514758	4095.499154	4280.911733	7128.618735	4651.121271	2951.727251	4261.359604	5880.107512	4494.406122	2563.324506	1877.752706	3808.704110	2153.112493	1557.774118	1609.180440	1366.923485	1313.384747	2970.597152	1859.365641	1512.750702	1405.385151	1822.214117	3347.258696	2537.457938	2316.982896	2327.309853	2095.658919	2751.361245	1964.857974	1900.229765	2168.280167	1938.258787	1698.093733	1702.338332	1466.566619	1225.941425	1903.658981	1741.914089	1259.649983	1287.331297	1212.072616	1252.357269	1371.425369	1183.569473	966.197429	1123.997285	1469.616953	1483.730378	1527.388396	2026.414287	1797.091990	1170.128186	945.929068	1586.991787	833.312407	704.892287	647.514470	530.772305	648.288775	535.779127	1245.613180	1453.550845	1527.030888	1936.702550	1488.257372	1588.669197	1455.126076	1531.505636	1603.532952	1262.261197	780.662598	1041.187746	2115.768901	1220.179183	2042.119039	1732.540750	1679.923513	1745.551066	1194.043293	1313.749929	
4934.186524	13608.104116	12047.909736	15594.064053	10925.414490	42193.009786	309338.081955	46753.616886	22356.836238	16140.804974	15966.581664	12762.733838	7499.031165	7603.384090	6641.180933	6702.869089	3666.899014	6359.324344	7103.997754	6002.779214	5258.331079	4506.299041	3932.282322	3665.608878	3513.791042	3963.964039	4538.547834	3731.296313	3484.617834	3325.040484	3810.681199	1994.793053	2220.555803	2529.482499	2107.564094	2397.435951	1674.045949	2408.834157	2539.421757	2488.600425	2100.526303	2183.374917	1841.205602	1995.965884	2359.865715	1076.289549	1153.917416	1405.713409	1108.621109	631.851092	677.796641	806.932121	611.018946	741.891352	543.451917	502.221462	464.059991	770.680747	988.128400	1801.868215	2105.681641	2068.868064	2154.048604	1922.535616	1716.125739	1578.776725	1619.505507	1737.827317	1868.683031	2113.580809	1417.254619	1303.467074	1009.748504	809.843370	839.160774	1152.361312	1164.852331	1273.450772	1664.827507	1581.908277	1740.165389	1424.151168	1775.018075	973.012154	563.704857	797.470947	539.729096	526.081161	645.911488	
9172.695443	9230.178413	4288.171095	5991.598702	3263.023008	6125.513927	46753.616886	297261.213819	84904.953278	45218.121219	23648.934492	14140.591289	3552.013518	5256.150919	6836.100663	4639.737088	1624.444249	3693.223881	8675.058400	9801.550533	3695.765152	3695.508011	5268.829023	4588.013664	5663.326241	6717.866398	3311.543399	4065.431216	3779.990538	4272.489631	3570.843958	673.231141	1164.956871	1281.434207	1260.515168	1581.774972	618.344340	1478.084471	1689.934188	1684.255803	1033.847898	1432.485313	915.314097	1485.769200	2098.252252	348.800402	435.804261	889.424406	618.759398	263.602575	284.946516	399.683049	249.367273	473.635925	220.002334	218.894832	181.804231	322.561702	399.635463	1065.986379	1842.365580	2190.742856	1124.381200	1934.257349	2220.763505	2636.344293	2775.439899	2541.875387	2946.870560	1602.518039	738.753705	696.249555	424.091304	410.942815	288.099178	628.795822	559.368515	511.269802	1152.011563	1951.357885	1728.596059	587.385837	1523.330091	340.383177	165.964515	381.330177	206.554526	201.545183	355.948102	
7565.448862	7403.270567	3386.705133	4473.667015	2378.141845	4086.863363	22356.836238	84904.953278	284632.126151	86984.150039	29283.741427	15918.627058	3827.477096	5277.312915	6901.948479	4498.185706	1622.656245	3523.230066	8828.492877	9520.903886	3362.175559	3825.878259	5352.809858	4688.946894	5959.218885	6939.033580	3179.478066	4034.135331	3847.480668	4067.644708	3334.930340	673.207690	1100.353653	1294.454412	1175.071470	1413.324751	561.687359	1351.743706	1634.498859	1485.827046	952.443715	1311.137916	1018.500298	1283.184281	1971.417393	390.422316	492.713683	840.336445	616.896270	261.025925	259.356798	388.312344	279.472761	393.426310	229.057379	223.462682	170.016447	308.109339	312.299425	919.147412	1698.549706	2113.732301	1159.050876	1872.340876	2278.471143	2659.553720	2724.919109	2651.233340	2822.942454	1517.098824	702.046358	663.589742	363.949530	374.163027	320.881266	584.743498	531.889709	489.553507	955.064690	1917.684366	1391.926961	475.729066	1262.786216	334.282388	157.097480	334.355594	163.509489	153.828231	192.792235	
7885.174430	6668.135657	2785.380987	3677.934175	1893.686201	3223.514758	16140.804974	45218.121219	86984.150039	300496.472283	49907.662978	21641.488001	4621.517940	6284.561261	7920.208125	5106.742573	1716.037172	3717.391218	9491.655024	10531.062987	3612.569977	3856.579141	5586.790286	4965.186621	6273.266169	7148.791948	3153.856188	4011.621159	3849.907596	4137.232650	3523.440394	631.378557	1081.151726	1139.847908	1096.461836	1408.651420	588.594921	1350.168004	1592.836899	1515.485258	991.586041	1322.949550	904.074706	1387.681217	2018.550271	362.115714	416.404178	865.218697	608.942872	259.517718	257.654624	397.606296	216.604289	402.039612	217.304531	153.370496	164.426785	318.010321	344.308672	910.609613	1782.996513	2070.325923	1130.104710	1923.827684	2202.543701	2826.381092	3007.049667	2752.284327	2919.458279	1399.141353	706.837590	607.008569	388.146623	432.759704	291.013536	541.731453	464.129308	488.272165	989.796637	1897.259525	1434.281822	424.634882	1207.346037	307.760721	169.052149	294.488287	168.902280	131.507662	231.605465	
