378928.850196	58590.356994	65110.503393	21820.132451	18699.556195	13882.650323	14449.626202	15076.940972	10322.330042	7836.755128	5838.592850	2427.573623	3960.429571	3295.464757	2547.818768	2944.498424	4212.717107	4605.834710	3179.212617	2839.442866	927.437874	521.662960	557.231484	519.207516	787.889605	2053.683174	6305.938260	5345.724803	2922.495125	1904.962596	1737.149951	1423.026081	965.390946	3356.739193	3321.998131	2441.998347	1756.774987	1053.718332	974.780648	546.387898	1209.577071	1359.958802	1300.801027	662.299850	201.724955	320.030385	321.867502	373.419029	498.744159	655.786241	543.315430	985.742956	580.016580	723.305140	385.504218	217.975441	556.645961	357.525341	330.498594	587.034685	708.297113	796.414628	864.966327	636.467959	859.354295	478.643503	1228.744717	2798.844004	2078.169765	847.808690	449.426483	480.693772	944.107501	1024.432367	1562.844586	1472.847916	964.748715	1620.175856	2368.688229	1029.707421	1243.561498	969.439402	994.170875	
58590.356994	479285.053293	50281.304976	19551.448797	6750.475535	6876.106727	5188.532575	4173.824586	5341.958641	4877.339430	2662.721574	2708.672474	2893.840871	2557.130820	2283.568036	2398.818908	2612.254035	2491.601099	2697.536882	1937.184357	999.842795	356.490296	617.770023	518.421759	882.583615	1804.577980	2071.865085	1969.342196	2475.926949	1684.173068	1354.175814	1277.900262	1092.642627	2317.491054	1520.464248	1615.568432	1462.271161	956.515383	974.627864	547.194423	771.222304	1132.048928	1040.477715	599.755469	165.923580	225.269212	320.423906	461.609346	427.061147	478.525130	487.107067	591.138891	522.184153	475.014110	338.447427	208.576997	482.954019	365.717830	359.285786	485.189399	446.124225	557.392414	594.271240	558.968499	738.042194	487.085573	981.390950	745.098046	1004.527859	830.319627	405.566604	357.920075	780.935226	756.770042	970.841121	494.177893	719.938198	712.325858	1014.712393	774.669424	599.526865	630.526384	829.176001	
65110.503393	50281.304976	309750.975603	77819.610211	14707.475498	15296.587544	10661.405030	7506.102303	11946.639290	8731.943615	5735.551696	5491.480239	5251.073974	4538.463906	4716.427699	4817.322781	4064.225583	4145.484161	4473.952493	3679.425419	2347.229607	1295.561188	1167.427203	1208.778251	1882.354877	4207.261056	3837.234335	3363.048360	4217.394803	3182.937527	2751.835695	2598.258223	2604.719395	3510.229117	2392.771321	3032.516027	2464.414896	1763.275998	1581.125682	1376.748472	1628.862879	1623.497851	1749.099068	1097.597108	589.928206	594.602016	630.749123	681.799684	751.230548	977.344910	865.106741	1104.506977	1067.006563	993.931348	718.971184	504.002250	720.544290	610.323242	603.679564	843.348287	1028.912592	1155.021300	1182.810963	1146.033968	1062.572082	1155.910586	1800.056525	1585.903508	1693.481306	1614.912596	896.912971	1031.346947	1305.382393	1524.779685	1560.719075	1202.811778	1149.264033	1166.943325	1391.826589	1634.622801	1366.838293	1573.541296	1489.996547	
21820.132451	19551.448797	77819.610211	290615.463730	70191.349533	38466.973410	29737.799561	20594.377176	15598.234765	9168.727959	6573.330204	4327.894565	4574.723883	3411.071800	3413.958057	3529.427129	3944.857694	4143.459019	3539.274752	2954.557698	1770.560427	1117.021859	958.355205	986.049830	1518.909680	2889.257474	5288.210690	4859.762691	3271.309401	2438.597445	2277.544764	1914.299434	2013.752447	2852.312361	2770.973187	2520.070735	1860.543770	1331.974250	1167.287118	1013.097885	1183.864531	1290.160781	1326.550838	797.900501	505.864353	489.997786	490.227050	477.142622	624.060637	701.871922	597.960242	864.716840	708.061099	709.185578	498.102844	425.277314	539.982324	453.092571	490.241352	678.707977	754.519345	792.682501	858.370505	782.032858	766.550670	942.075590	1432.917210	2014.105953	1705.766268	1118.293843	738.892274	813.454366	916.186559	1077.264207	1339.190547	1323.313930	1105.682617	1205.899242	1756.783447	1104.924145	1142.012987	1162.388969	1084.972797	
18699.556195	6750.475535	14707.475498	70191.349533	289763.533467	93140.957419	58591.987491	37210.972303	18290.436717	8812.750469	7391.133121	1962.919512	4072.358798	2710.871438	1919.716261	2674.141569	4281.570174	5098.944296	2765.717277	2451.763943	709.179084	453.172404	437.765736	422.051850	640.766560	1356.002594	8120.369028	6992.069031	2210.722900	1543.732830	1492.611631	888.912046	563.813148	2862.816456	3766.710076	2269.022742	1315.796171	626.936870	721.143800	294.573018	707.165701	1003.385997	888.075190	414.846234	176.783520	162.415090	229.699816	210.128435	290.870523	360.188453	311.606208	757.689979	285.260148	509.909774	222.053256	150.380300	302.268317	229.398157	196.603696	353.928362	440.725677	486.401281	607.187584	432.793758	533.982349	277.890280	856.154132	2791.345919	1915.230155	472.338008	233.925039	332.161816	749.692137	650.376327	1107.371285	1547.592620	836.606811	1953.636479	2533.504684	618.671475	961.948706	626.046794	682.774659	
13882.650323	6876.106727	15296.587544	38466.973410	93140.957419	274821.088904	88152.492055	33848.539220	22394.155760	10993.971318	7755.326255	3700.825732	4810.835489	3107.334074	2942.301835	3873.539147	4588.592855	4942.034407	3390.236512	2858.646978	1096.303993	725.423193	664.659533	645.395269	973.882985	2624.772207	6966.170734	5756.809476	3355.948162	2544.442701	1960.208321	1517.429100	1156.888269	2704.801855	3529.780080	2838.554255	2004.084084	1063.635941	962.156003	547.475721	913.854311	1148.090826	1133.918930	517.109084	334.042251	244.075481	319.192335	318.886225	424.065550	495.703276	500.054704	746.315838	521.962487	608.562459	348.429046	225.724184	455.117883	397.420592	296.748618	499.716434	592.397116	723.774883	786.208614	578.233778	751.218381	527.129046	1068.709383	2263.449549	1720.014768	880.900758	453.610369	486.262331	827.217045	876.273127	1242.650284	1433.203267	1303.104369	1689.601630	2074.649223	1086.985133	1258.855630	1017.988318	1014.372465	
14449.626202	5188.532575	10661.405030	29737.799561	58591.987491	88152.492055	278123.825929	69367.781009	29029.447959	13356.902848	9988.393405	3162.789355	5683.331737	3609.050021	2591.119136	3186.977099	4830.256084	5756.970997	3324.895922	2965.152991	965.673841	626.558042	616.376766	588.286821	810.797655	1844.398051	7985.704436	6809.992064	2753.063316	1839.172677	1718.147235	1250.038264	803.521599	3097.571285	3817.964828	2481.487014	1680.323623	887.271752	919.107516	430.825843	888.871611	1251.940692	1000.466503	519.976958	198.021074	237.604657	246.999511	297.646166	374.662805	507.651674	487.811865	848.152181	421.221872	511.557319	312.702392	184.655362	377.666516	301.595257	287.005493	477.508822	512.185373	651.629359	686.278714	496.097716	738.223245	373.006919	1223.972023	3043.282237	2134.068806	693.933521	354.185135	456.902636	960.625458	825.946791	1291.282002	1492.606810	924.840725	1962.455673	2544.504042	884.755393	1159.726559	887.715770	870.848378	
15076.940972	4173.824586	7506.102303	20594.377176	37210.972303	33848.539220	69367.781009	290926.414408	88324.893539	21741.107111	15681.183764	3153.525038	7223.660413	3742.619751	2316.809034	3205.208281	5550.769515	6584.004911	3109.373887	2912.176670	883.044276	583.086896	559.244155	544.902694	643.526620	1455.424471	9521.051265	7957.554807	2479.328374	1576.252878	1517.632755	984.156584	568.235544	3235.700948	4331.236288	2548.103367	1370.291914	694.382112	776.001591	299.025092	790.286050	1191.283204	992.029242	430.376297	170.964388	176.074259	203.148535	246.809653	285.889257	476.510043	351.985694	843.552208	325.933084	494.106565	244.733425	151.173718	297.214497	258.396651	216.628605	381.248833	471.553783	589.886725	667.309700	429.279601	664.691400	343.681011	1192.861822	3443.514364	2310.369909	558.051716	263.667327	366.767456	886.937181	705.126683	1341.109223	1811.545498	896.483786	2190.890103	2818.967260	720.357285	1174.509539	672.221954	761.221386	
10322.330042	5341.958641	11946.639290	15598.234765	18290.436717	22394.155760	29029.447959	88324.893539	316722.938202	38460.745492	18098.909772	7104.472611	9373.069865	5489.121578	4803.878340	5204.649714	5382.513524	6068.284444	4240.460911	3676.691674	1799.002036	1020.661987	960.166645	933.332869	1406.843470	3099.257897	6668.905919	5488.111857	3814.999636	2710.986730	2225.903461	1955.981685	1733.323047	3403.555165	3339.438335	2998.123165	2140.593820	1365.024456	1236.331043	918.512779	1310.852403	1449.555411	1545.284717	777.777337	365.338607	420.148551	416.911880	441.726902	562.076025	737.795848	674.493247	1019.160023	755.414802	853.133753	501.044138	324.179983	541.411417	487.416300	410.938764	678.693356	705.189163	878.274293	926.282735	808.338112	893.529901	803.132206	1497.867236	2495.518108	2088.650373	1272.085023	627.548753	701.788648	1225.404373	1353.422053	1547.616431	1526.301017	1151.871755	1554.410075	2030.802749	1180.872563	1287.595163	1271.191141	1393.877904	
7836.755128	4877.339430	8731.943615	9168.727959	8812.750469	10993.971318	13356.902848	21741.107111	38460.745492	301142.957458	96017.234474	13779.628732	21691.322981	10762.787074	7072.535645	6743.607270	6918.072696	6798.682089	5760.026182	5843.678963	2139.326630	1119.052299	1114.398381	1104.884752	1652.487491	3658.688025	5640.968757	4960.329069	4281.291206	3127.673276	2711.334801	2588.781585	1912.413941	4638.182900	3326.468853	3333.673049	2727.401762	1941.160722	1912.943254	1014.400408	2002.819509	2443.462627	2121.755363	1192.425679	424.975211	490.635623	595.341358	729.150024	847.520042	1110.035929	984.241364	1624.567062	980.511542	1248.912715	706.259108	373.197578	805.849003	677.975324	647.363755	1048.024352	1113.829291	1285.335975	1329.917156	1159.357578	1369.831720	943.462193	1986.967384	2488.598039	2685.532351	1642.790607	804.770197	910.346512	1831.576739	1644.325341	2085.108876	1552.074082	1293.738253	1548.677946	1972.431194	1661.856266	1567.936782	1526.454449	1711.231922	
