467667.731485	88391.286544	31819.591044	17073.401073	11641.969149	8489.799410	5415.667314	4118.971988	4212.821610	3755.021573	3477.220446	2863.370832	2525.002518	3649.210503	2787.541560	2509.728880	2899.399212	3889.612191	4208.207247	3731.619813	3682.877498	3248.067221	2670.816818	3770.899757	3515.920340	3611.529845	1360.107293	1461.317724	3989.494383	4126.508181	3310.314173	2888.492053	3003.046898	2888.547143	3257.267296	3383.900482	2313.046181	2632.852670	2671.830541	2498.816715	3113.316736	3599.208530	3912.893889	3662.543101	2864.244630	2720.510096	3044.642495	2983.226793	2279.503882	1468.013822	1630.999722	1167.821241	1257.840732	2243.616711	2513.463726	2913.378846	2403.818777	1556.829420	3677.327887	6918.741479	10207.455618	
88391.286544	402973.032793	105195.070789	24038.159594	13942.272581	9328.122463	5176.124495	3831.734169	3926.884197	3305.987964	3388.894925	2704.002658	2096.787882	3140.608300	2522.764902	2598.705616	2807.847761	3469.941724	4107.454014	3750.222735	3712.415531	2958.599116	2292.036043	3324.560098	3077.535419	3102.436890	975.245318	1122.053336	3589.639339	4149.968482	3354.727641	2942.560514	2879.243864	2860.221536	3351.998983	3370.461374	2305.169755	2529.291800	2638.470822	2173.597320	3001.369563	3624.898640	3591.226417	3359.347692	2792.060786	2807.449047	3137.030591	3055.797615	2063.123766	1346.590834	1488.231957	983.132990	933.683353	1851.552689	2354.089587	2527.295497	1913.323092	1033.324796	2599.507622	4790.296006	4892.754083	
31819.591044	105195.070789	392365.062283	82056.609127	20483.518078	10756.431504	5456.810663	4124.523486	4037.373137	3303.767822	3214.832786	2456.036785	1966.808259	3033.002098	2420.317992	2356.234714	2662.645157	3642.071538	4101.623751	3627.391741	3660.334920	2667.909618	2327.536589	3076.898985	2891.185099	2878.990675	751.086483	1134.789260	3748.944419	4735.175960	3902.875651	3374.663275	3506.702392	3387.282581	3868.788428	3412.127253	2172.903316	2446.892283	2326.627310	2234.476010	3016.697006	3869.715814	3989.182636	3639.266677	2923.621762	2986.344716	3482.205131	2959.203331	1971.685871	1236.298735	1265.034851	913.800925	917.875196	1796.484547	2153.725594	2355.202933	1734.761897	989.265561	2528.810877	4695.943396	4541.187705	
17073.401073	24038.159594	82056.609127	407053.005642	84848.400411	21289.640586	6965.913797	4656.841876	4632.762486	3518.541923	3811.582845	2830.050469	1897.515978	3721.268493	2803.827101	2848.167632	2920.697797	4049.467661	4937.739653	3597.948818	4230.715488	2885.384601	2007.872775	3141.004495	2636.111565	3398.011681	736.028341	833.123277	4787.422440	4786.228053	4482.448239	3777.316819	3621.273419	3821.509667	3915.845951	3479.069845	1760.880601	2449.393376	2146.028411	1584.044232	3273.745520	3736.452773	3557.280005	2907.149920	2563.295147	3033.296088	3681.979947	3193.368999	1988.799594	1159.017367	1672.033393	826.312449	831.982027	1639.675354	2297.279053	2519.351094	1504.950313	712.039599	2476.369982	4233.653123	3712.948259	
11641.969149	13942.272581	20483.518078	84848.400411	375358.516964	89438.895955	16967.290104	9747.509777	9312.222452	6818.424563	6152.364690	4490.478419	3770.193697	5514.430792	4153.713534	4049.446541	4699.608921	5411.132557	5752.764517	5559.960490	5186.865421	4354.699819	3732.939395	4862.099796	4518.884807	3884.944312	1450.860655	1586.521787	3795.121376	3858.752515	2683.431667	2028.114476	2034.740675	2163.421200	2863.688688	3468.392934	2856.520759	2957.339596	2891.113874	2831.641607	2842.944618	2934.992192	2798.245953	2806.717369	2121.519961	2063.070776	2659.223014	3161.833113	2771.322764	1945.869098	1825.481513	1354.355313	1365.685573	2565.094832	2650.958981	2832.474493	2360.814051	1400.280478	2321.210630	2740.111789	1906.818874	
8489.799410	9328.122463	10756.431504	21289.640586	89438.895955	393212.141245	59702.199755	17309.463491	15266.771978	8973.718612	8744.817958	5929.563745	3778.341205	7423.647270	4849.073507	4908.000822	4995.456259	6270.148342	6649.237708	5271.997810	6150.752465	4893.049938	3560.020017	5114.439412	4416.291713	5164.161048	1257.627212	1445.772767	4845.272609	3183.458224	2522.869753	1810.104198	1689.393466	2035.163302	2366.106109	3213.839421	2114.046915	2795.710225	2445.888676	1864.680190	2844.076136	2755.701707	2198.265334	1876.344492	1642.805482	1883.814247	2541.712427	2994.490860	2749.416239	1837.181375	2799.048755	1408.177397	1476.881236	2508.344970	2598.395129	2689.129950	1956.278087	993.367564	2287.437958	2312.660202	1722.583336	
5415.667314	5176.124495	5456.810663	6965.913797	16967.290104	59702.199755	340389.344023	117810.408949	37522.676935	18406.037136	12057.564384	11594.059165	11861.904788	10582.289405	7972.519977	6245.496012	7518.013859	6688.176794	5420.653194	5812.909569	5766.180761	6547.865175	6688.618487	5945.248601	5592.164423	4706.921386	3515.306375	3497.770667	2443.759832	1485.339556	931.423496	689.375031	616.362345	709.314514	987.804146	2133.873041	3228.058164	2435.779534	2779.207674	3015.545578	1624.478066	1302.331383	1103.684440	1145.585785	798.576978	737.632834	953.755548	1781.437757	2815.757960	2906.123082	2299.531162	3478.438956	3151.574988	2440.822912	1731.175583	1721.806751	2549.585544	2424.160177	1866.130070	871.245114	566.421496	
4118.971988	3831.734169	4124.523486	4656.841876	9747.509777	17309.463491	117810.408949	346151.116046	81528.449531	26101.993553	13462.054729	13674.517200	16630.104936	10949.136149	8120.357963	6654.815712	7527.869461	6005.532667	4456.859804	5204.044822	4946.617033	6678.771092	6988.528082	5159.421198	4915.288593	4310.944170	4762.341997	4414.952131	1865.588758	1024.564960	673.421026	492.584203	456.489973	466.956631	762.851084	1572.085705	2889.454079	1920.337126	2460.568736	2898.053292	1245.583288	1035.536056	876.014329	955.897515	684.797482	479.312737	629.593114	1294.204620	2299.324707	2803.187726	1796.153320	3800.557742	3675.683612	1951.791217	1201.759676	1249.797300	2419.409522	2751.978193	1628.028340	580.058562	467.435116	
4212.821610	3926.884197	4037.373137	4632.762486	9312.222452	15266.771978	37522.676935	81528.449531	359560.370108	72708.574717	22745.832309	16792.605623	15606.756856	13615.963518	9139.705724	7661.734176	8444.038194	6845.612310	5475.926850	5845.264651	5948.601617	6695.786356	6837.352197	5801.957086	5302.550092	5076.437183	3031.821488	3239.554752	2508.903322	1334.032230	920.164413	641.460630	629.382610	630.270840	970.902355	2117.715142	2814.037890	2368.369533	2485.802331	2709.787356	1592.902247	1227.282901	1007.308508	1020.066025	745.101078	672.718830	870.756320	1550.040955	2729.981802	2885.598142	2350.985283	3030.975007	2649.147510	2122.187309	1502.900538	1663.456508	2378.571346	1788.662134	1545.617301	778.168345	492.580433	
3755.021573	3305.987964	3303.767822	3518.541923	6818.424563	8973.718612	18406.037136	26101.993553	72708.574717	335861.252241	85981.956689	40856.976436	27946.210214	18353.827227	10075.091921	8320.595114	9201.639231	7549.438652	5238.210546	5901.555676	5739.403166	7276.980017	7703.420290	6184.487026	6073.096651	4983.290986	3593.300263	3463.781383	2424.192587	1348.094835	800.347181	569.950253	528.944097	586.992682	902.788060	1967.802934	2956.559977	2382.280478	2592.186475	3091.389303	1361.139425	1137.863348	956.286746	981.919544	716.386406	626.592211	821.898243	1625.123857	2555.384274	2816.146982	2041.522884	2925.910519	2893.545749	2269.424448	1493.888668	1608.374215	2439.130003	2053.410170	1610.118060	783.998679	486.043614	
