527861.734222	66988.673667	20346.453965	14290.407337	8319.916315	9352.119160	9660.782194	5473.927638	5369.436998	5359.533692	4228.873792	3297.672120	3090.503362	2729.494827	2576.706333	3451.501705	3284.609663	3341.869176	2771.608938	3252.480679	2822.689444	3074.947101	1036.758562	1973.540122	2370.201272	1844.836830	1401.380062	1540.402912	1751.531752	2173.680416	2148.932784	1898.278981	1618.907162	2017.769303	1739.069801	1797.651828	1553.216319	2485.557921	1610.831723	2483.865649	1966.051455	1761.156576	1499.964125	1288.792232	1075.419463	1483.100547	1643.368913	1272.488915	819.222385	628.965721	741.768948	1014.672501	1017.981521	997.700135	1198.254914	1096.238277	1023.344304	1070.019420	1078.673930	1099.352206	1040.543807	976.422780	924.194418	932.232057	869.091510	630.011246	616.678462	660.395474	782.224106	1436.098485	1937.944488	1321.384470	1648.121383	2008.636403	1936.776983	3261.283428	2518.542877	2864.885224	7426.466672	8191.106914	
66988.673667	460306.614610	104687.551433	19398.906145	15161.271111	8031.881767	6662.799543	8735.071777	5417.347779	2743.457631	1807.756457	1265.468106	1558.662545	1131.987427	1048.511215	1577.333728	2979.804002	3307.627451	3225.116950	2249.248259	1671.313857	1210.097501	297.392542	1205.542359	2563.958282	3102.490384	2008.580532	2071.498907	2080.839577	995.438751	782.878021	1434.337566	1723.127672	1880.978721	2522.349323	2473.704732	2215.971822	1521.981934	3048.629011	2446.479460	2714.723624	1982.024773	1540.346240	1772.708474	1511.700462	1825.916798	1920.904930	870.031286	246.477860	205.566144	210.970309	590.035484	561.625599	918.289169	1370.882727	1504.588492	1042.918614	674.901636	826.485086	1008.812530	1417.334882	653.131644	543.002565	1047.540233	776.154265	435.674384	260.723655	286.620021	489.764217	693.341080	1540.330676	2647.085176	2370.644476	1851.323499	2054.028627	1720.667449	2441.903868	3626.442634	4551.009087	1902.639057	
20346.453965	104687.551433	417739.699724	79806.638924	20918.683084	14276.794184	13045.146253	7846.253998	6184.174570	4936.346243	3533.841740	2475.856066	2681.193116	2029.772982	2059.254355	2756.153823	3439.636813	3519.107090	2972.429276	2754.533238	2337.081067	2202.830368	723.831114	1760.332472	2655.807461	2438.132410	1719.267816	1843.873752	2078.892680	1922.685846	1713.810295	1883.291061	1899.371410	1990.961528	2038.930992	2181.672190	2002.797687	2311.270689	2336.430928	2358.516226	2328.100513	1892.296571	1562.587415	1546.731379	1350.570890	1532.274195	1633.409735	1229.923780	554.404698	432.336044	508.034682	860.686506	941.706112	1112.062885	1398.864120	1318.295067	1086.509112	958.899534	1199.257389	1238.265734	1221.122148	874.517018	822.426828	1008.234171	840.171494	649.695722	497.026038	528.639938	696.189331	1088.772034	1625.905630	1845.033806	1792.519545	1785.770680	1831.234347	2076.159610	1992.661180	2300.179390	2463.497794	1117.660625	
14290.407337	19398.906145	79806.638924	422990.245137	86870.129089	23317.536368	17145.303563	8535.785240	6913.506686	5915.986566	4486.008141	3208.441116	3270.827291	2673.900487	2631.358916	3323.899613	3620.394924	3312.800674	2961.310620	2883.008359	2430.178501	2509.792977	941.033250	2075.458943	2713.825751	2443.336958	1670.261370	1825.559185	2038.217286	2158.775560	1971.139233	2003.347545	1725.948880	1939.261323	1906.047578	2016.000374	2047.956243	2450.396638	2126.046731	2345.121852	2025.797510	1989.900111	1585.263204	1468.069394	1226.659140	1498.908053	1519.136864	1281.485436	803.313146	668.204140	706.886519	1038.059456	1056.141965	1133.446090	1247.301448	1210.033593	1074.017997	970.216169	1150.753779	1284.208019	1171.312682	929.297016	851.330897	1011.194298	923.093202	743.512293	645.312474	656.326160	759.623366	1093.940856	1654.531467	1647.552103	1661.596968	1729.327078	1862.769812	2046.250904	1921.140870	1891.965984	2036.921317	1083.027987	
8319.916315	15161.271111	20918.683084	86870.129089	452073.770109	65666.649558	19303.688310	16696.565583	8192.043850	3770.499986	2255.857330	1500.654826	1743.575598	1205.642700	1112.874309	1638.268988	3496.386691	3640.776461	3747.973724	2374.679874	1770.684346	1307.475417	327.847754	1342.544485	2859.219031	3490.986367	2094.826744	2233.761700	2117.057189	1062.775068	893.488068	1594.812506	1760.500110	2073.352825	2545.202635	2651.279677	2205.667657	1519.083530	3190.271329	2777.596453	2862.206953	2080.754168	1558.312574	1879.899671	1536.549368	1846.059273	1998.793965	871.935429	224.915751	224.486448	212.683114	516.728676	550.173465	949.701450	1417.561390	1459.014893	1031.576540	621.968226	828.293923	1049.543624	1303.306585	634.133802	511.128469	1078.472114	775.155193	390.512142	283.164718	264.718114	509.316385	679.030308	1567.002989	2670.158711	2292.874570	1752.798043	1904.188339	1551.082361	2179.946172	2964.432532	2567.888242	1043.133490	
9352.119160	8031.881767	14276.794184	23317.536368	65666.649558	377321.873467	125010.411397	17818.771485	11506.370373	10235.238344	7007.264374	4545.881117	4172.962987	3336.107350	3372.537735	4335.986141	4342.103478	3919.035326	3150.607310	3599.138910	3390.753251	3299.641942	1289.345253	2557.887322	3284.746569	2446.653890	1674.806066	1872.384101	2492.871338	3438.853746	3269.097393	2627.121645	2020.256638	2325.646199	1859.184655	1989.889301	2010.037311	3253.404741	2025.159349	2634.610289	2023.752280	2000.724487	1652.152638	1534.964608	1303.881102	1633.764855	1667.253088	1687.052876	1112.454636	857.895387	904.020762	1200.672103	1512.754992	1184.380254	1341.602371	1294.685690	1072.487550	1235.030739	1403.623072	1514.938541	1146.128031	1162.408024	1072.229469	944.056407	906.942340	797.489280	759.598729	785.477956	905.696236	1695.585796	2059.010591	1641.899103	1543.488704	1881.679339	1894.692973	2512.493564	1808.780251	1749.525710	1632.884147	1032.139392	
9660.782194	6662.799543	13045.146253	17145.303563	19303.688310	125010.411397	364475.448488	64223.292585	18679.693806	13874.061968	8359.663478	4938.002157	4734.762438	3677.642897	3544.546421	4816.245536	4407.761002	4640.146714	3316.694524	4382.488135	3775.387250	3608.048898	1330.426269	2839.373622	3561.899951	2508.652074	1660.709175	1807.204503	2362.186932	3728.692845	3708.341484	2880.692822	2010.979570	2319.191464	1801.709449	1865.698753	1903.129953	3791.039565	1664.112343	2726.552392	2270.211060	2182.715393	1683.424033	1434.667732	1361.123620	1826.600158	1748.573439	1757.626145	1250.251613	879.427336	953.786573	1341.066202	1710.572962	1385.864978	1512.342717	1152.931064	1100.067147	1235.509039	1417.966292	1486.731152	1135.104781	1291.444586	1261.663204	915.456498	1016.494419	809.071756	790.157814	855.218548	982.127313	1835.918380	2447.025185	1332.522227	1675.811903	2115.105319	1932.541706	3002.175890	1951.511501	1729.535781	1560.566723	1068.399791	
5473.927638	8735.071777	7846.253998	8535.785240	16696.565583	17818.771485	64223.292585	452439.693954	78909.798645	10665.938939	4199.337983	2190.872187	2425.378905	1493.420836	1417.755435	2289.080758	4782.589016	5438.783040	5234.500476	3443.135380	2326.949750	1753.503273	551.749978	1840.091800	4306.684303	4817.418548	2310.875059	2291.132151	2277.558398	1224.652256	1012.136261	1712.292830	1879.394527	1940.073447	2866.278801	2767.120537	2423.842550	1884.963622	3524.894838	3035.998385	3290.654051	2305.627453	1482.346837	1846.911144	1773.058487	2250.154389	2514.431975	1054.706874	327.740779	218.195794	254.966282	702.064826	677.431885	1261.619006	1992.011369	1693.244199	1072.500353	703.125097	815.367802	1287.403971	1652.983703	689.691618	586.893315	1001.350992	841.630334	518.388076	319.081876	312.258236	598.313294	874.468365	2180.949109	3851.101346	2737.653856	1863.636004	2194.603237	1707.646438	2200.343597	3646.586978	2907.936373	935.301557	
5369.436998	5417.347779	6184.174570	6913.506686	8192.043850	11506.370373	18679.693806	78909.798645	408379.480926	77680.639152	12540.101166	5054.838257	5763.027864	3291.585484	3152.411790	4998.312430	7781.049527	6994.066392	5973.602247	6371.918578	5032.834024	3671.181763	1025.130333	3857.733088	6250.735028	4140.008164	2202.309520	2318.143287	2688.764690	2268.859356	2062.426725	2542.586145	2461.684728	2205.309962	2259.176773	2311.512105	2370.367856	2461.298659	2500.655153	2791.110029	2425.951797	1981.034701	1465.955568	1620.749510	1657.961892	2170.267355	2884.422199	1940.775791	704.607265	585.056692	638.229384	1588.801761	1472.217284	1960.003096	2492.058530	1903.500901	1458.423455	1213.166705	1362.888600	1623.045041	1912.169846	1283.014425	1048.725082	1432.211555	1306.867873	973.652265	608.305335	644.180427	1138.440602	1737.808575	3142.372256	2573.532421	1887.436807	1567.571372	1679.210926	1668.217708	1631.112960	1810.100917	1647.138532	735.534228	
5359.533692	2743.457631	4936.346243	5915.986566	3770.499986	10235.238344	13874.061968	10665.938939	77680.639152	338209.387198	104544.618312	16786.103861	14659.766562	9314.084111	9169.734182	12912.708865	8642.260527	6897.232669	4605.832971	8517.611562	9487.566696	8790.331995	3177.242544	7091.244017	6533.451883	2296.015136	1742.117649	1712.300955	2446.818336	4527.911390	4509.716593	3112.660435	1974.306436	1933.966484	1274.230835	1267.910872	1514.903654	2855.458918	1130.662537	1850.918535	1340.090052	1374.863229	1362.494884	1073.527906	1224.175757	1480.241288	2238.640037	3725.467341	2505.707132	1850.645806	2135.670654	3513.461065	3763.265518	2716.659249	1907.356438	1403.674401	1542.774834	1879.580611	1926.766326	1778.665090	1489.438781	2029.641274	2028.822148	1582.265784	1793.151026	1777.815273	1684.601680	1780.987038	2301.446642	3478.882481	2931.735759	861.654703	855.730193	1040.278097	935.982096	1348.452402	876.384512	643.927533	761.709012	534.508490	
