476719.193602	9718.469882	16855.914797	2345.855372	544.877706	560.029382	760.574256	1340.120882	822.136434	1274.924965	1324.875907	1319.474007	1091.463709	715.606494	601.309065	517.649551	684.967262	1258.657904	1100.047799	347.683347	956.181413	741.143609	369.482349	267.685217	162.847682	236.234104	182.789035	195.537692	528.118193	654.651633	1576.201069	924.017235	116.504275	128.688607	138.637158	216.706989	243.585792	187.470632	
9718.469882	382591.339998	63709.182667	11077.877696	2673.090824	1855.468753	3060.743120	4293.770717	2677.485195	4745.712378	4351.846936	3782.063814	3899.402181	2480.566322	1607.273482	626.742759	1270.860473	3309.323371	3169.873985	704.673812	2066.656944	1595.221005	891.258309	294.089956	410.928938	487.477203	333.669372	414.944153	1057.498403	751.557771	4297.274289	1874.711991	269.636317	194.254646	221.438894	373.107983	398.332162	192.496117	
16855.914797	63709.182667	384432.570379	9004.223472	1983.412461	1457.467512	2676.903198	3607.286996	2245.213606	4167.064127	4221.770783	3435.682385	3290.755263	2352.270878	1290.256843	650.902888	1037.785686	3169.886503	2789.153783	822.838608	2106.679820	1413.982388	679.556117	341.895612	427.244061	481.711007	309.646531	373.121453	797.870786	841.889226	3480.009767	1658.512040	218.102338	236.685543	203.189602	330.631888	392.005026	237.048699	
2345.855372	11077.877696	9004.223472	333804.322727	30943.092407	10904.786728	15373.516183	14105.735806	7550.542237	8373.496251	7767.912828	6620.561335	6753.882947	5135.162035	3763.087174	1799.215689	3290.267201	6521.442952	6396.051605	1974.727674	5556.510536	3767.914410	1918.247735	598.291572	809.306367	1005.489099	754.730938	1048.890671	2420.971112	1989.014876	7534.750737	3881.638390	608.205125	378.339213	354.404519	482.150753	864.279442	251.404467	
544.877706	2673.090824	1983.412461	30943.092407	231381.203727	106921.332274	32931.306808	13205.326032	10397.837990	4657.060501	3849.074850	3549.272534	3143.283796	3563.252720	3934.640225	6307.015588	5452.462589	3267.606954	3350.954880	6371.635585	4376.541205	4707.601668	4110.251459	2546.135555	2514.434602	2197.283587	2279.233542	3057.579531	3471.447813	4599.445909	3412.525237	3605.669073	2185.174424	1129.777858	1096.679357	1286.909054	1653.188146	1072.590584	
560.029382	1855.468753	1457.467512	10904.786728	106921.332274	233578.405146	54071.320102	15487.334999	10340.824139	4491.419113	3814.879118	3505.325085	3244.595639	3775.945008	4454.021781	5876.163949	5179.274050	3167.962484	3426.329193	5648.086005	4387.741495	4379.704044	3894.399852	2397.402398	2431.370297	2305.190836	2307.941424	2808.365321	3390.341575	3945.988751	2763.468162	3262.587846	2043.557334	1145.117617	938.532897	1177.188254	1475.995295	914.526486	
760.574256	3060.743120	2676.903198	15373.516183	32931.306808	54071.320102	222974.292672	55759.443108	17464.491453	10238.687203	8214.101282	7278.131170	6761.529154	6709.107041	6497.380836	5282.235221	6215.860221	6374.023028	6267.530222	5413.361740	6579.904481	4964.848243	3714.085546	1809.837651	1853.188388	1928.191220	1757.080917	2218.504713	3501.909212	3859.167817	5007.865531	3904.626420	1362.519808	845.940637	748.339304	1051.316838	1395.107866	903.284167	
1340.120882	4293.770717	3607.286996	14105.735806	13205.326032	15487.334999	55759.443108	210078.043862	51505.315187	19405.435522	14610.137534	11532.165770	10319.913899	8977.566756	7859.663725	5591.119937	7405.191407	8627.754193	8405.085884	5111.771641	7572.133295	5738.728075	3638.817972	1541.285619	1597.337487	1866.332614	1607.739127	1794.483958	3785.320064	3732.379139	7142.754669	4720.120118	1154.714749	677.711214	640.919968	998.899076	1371.995077	920.441349	
822.136434	2677.485195	2245.213606	7550.542237	10397.837990	10340.824139	17464.491453	51505.315187	204568.824253	44124.283921	25584.740441	19205.524504	14285.650842	13732.759078	11670.310488	11402.274318	8826.779648	7571.164751	7177.124412	6524.308541	6649.202338	5579.227656	3966.298305	1994.000672	2047.431976	2042.206975	1917.579715	2379.499442	3570.178154	4215.931305	5118.559710	3952.095174	1528.549168	852.803162	778.399603	1123.667106	1461.984821	875.073257	
1274.924965	4745.712378	4167.064127	8373.496251	4657.060501	4491.419113	10238.687203	19405.435522	44124.283921	210316.757819	71349.604038	31858.501444	19513.294409	15258.296796	10075.388762	5804.454011	6080.085364	9096.421563	8112.360636	3230.089864	6034.804452	4177.746218	2230.130202	960.112489	1149.190398	1234.254183	1019.095573	1106.748619	2391.156454	2176.394926	6167.742190	3270.307482	687.400774	477.823530	425.244614	602.789598	949.061999	496.941696	
1324.875907	4351.846936	4221.770783	7767.912828	3849.074850	3814.879118	8214.101282	14610.137534	25584.740441	71349.604038	207618.835006	54333.104045	25318.569127	17660.735304	10963.287524	5761.539907	6122.913673	9485.206964	8325.519492	2936.102020	6083.415698	3923.347826	2174.651685	916.736467	1066.211736	1178.576492	1021.106234	1107.019823	2280.271683	2118.540153	5830.760433	3052.132199	603.448141	424.082373	391.388111	610.540904	825.409306	507.890552	
1319.474007	3782.063814	3435.682385	6620.561335	3549.272534	3505.325085	7278.131170	11532.165770	19205.524504	31858.501444	54333.104045	186595.852539	63330.543181	35481.598593	19627.557604	9631.286764	8320.935530	10979.382864	9222.089456	3377.720650	6364.366721	4055.958879	2289.300767	971.122179	1097.961645	1248.327102	1086.743778	1190.173055	2329.934850	2112.556950	5509.271132	2952.417073	636.693872	489.161079	423.101512	634.598270	844.784172	507.041395	
1091.463709	3899.402181	3290.755263	6753.882947	3143.283796	3244.595639	6761.529154	10319.913899	14285.650842	19513.294409	25318.569127	63330.543181	206889.020720	55074.564840	23824.380495	10755.338576	9401.633626	11982.685158	9877.869334	3517.827500	6366.823126	4046.893052	2325.464325	1062.000030	1177.333382	1326.578391	1113.366362	1135.476140	2450.440743	2134.792507	5698.108602	2984.154380	625.266865	547.946456	412.121488	646.216177	882.234784	518.853345	
715.606494	2480.566322	2352.270878	5135.162035	3563.252720	3775.945008	6709.107041	8977.566756	13732.759078	15258.296796	17660.735304	35481.598593	55074.564840	197615.951253	60673.888127	20807.093393	13099.810920	11951.440269	10002.650882	4726.848373	7082.470703	4353.653326	2615.252491	1241.454204	1397.986425	1557.543417	1267.258458	1441.504509	2642.023057	2373.321005	4730.379412	2937.380144	852.122885	610.365855	491.762597	775.957150	917.363022	647.388689	
601.309065	1607.273482	1290.256843	3763.087174	3934.640225	4454.021781	6497.380836	7859.663725	11670.310488	10075.388762	10963.287524	19627.557604	23824.380495	60673.888127	213765.573257	52854.873660	21629.005129	12294.852073	9920.341844	6517.885658	8030.928287	5057.895946	3261.980415	1577.934773	1772.560181	2070.708854	1763.885162	1822.929106	3411.510646	3025.934185	3795.791423	2996.765963	1091.062822	795.681818	613.284968	933.607911	1132.948619	749.906275	
517.649551	626.742759	650.902888	1799.215689	6307.015588	5876.163949	5282.235221	5591.119937	11402.274318	5804.454011	5761.539907	9631.286764	10755.338576	20807.093393	52854.873660	254315.014183	48365.296221	8864.632024	6684.912470	12610.323418	5613.269123	5572.899767	4572.017391	3650.702669	3346.391599	2647.169980	2794.862970	3376.041093	3410.318019	3915.755858	2225.223024	2963.581767	2592.103801	1425.875530	1326.317105	1341.540990	1546.512552	901.631624	
