709165.276449	42145.174944	5162.058735	2824.351441	1355.586716	952.786434	898.461555	1076.409447	763.567846	2393.789611	2261.229715	4905.203188	3220.909975	1011.401797	622.583663	807.785990	842.775415	2666.896432	5328.384163	2434.675929	731.370167	407.955977	292.808606	314.786451	179.556437	303.309905	338.804782	510.655701	930.714035	1184.212034	834.858589	4146.948073	7164.688151	9118.082501	1386.389320	975.635471	
42145.174944	495309.981457	101480.208226	12992.527300	6343.878116	5069.581823	4043.160389	3912.095923	5006.722532	8447.243338	8527.920447	9365.474739	8754.680212	5973.447009	3780.220034	4216.065746	7070.357249	8623.511454	7106.220594	7630.544929	4658.451096	2479.052866	1469.650151	1264.508086	1224.064480	1125.660371	1367.216493	2810.027760	4189.282989	4711.000991	5622.973279	9226.392703	7956.028930	7000.173302	5762.078095	2994.501148	
5162.058735	101480.208226	477928.659459	52104.720531	14514.050703	9393.342279	7051.839424	6455.025135	8652.038691	9329.687487	8827.839181	6651.533521	6489.400114	7810.606643	5738.784049	6188.416463	7390.640801	6087.393681	3912.605355	6191.993485	5765.096314	3905.169165	2488.149598	2063.087894	1926.110744	1834.675344	2364.994333	4173.151796	4555.158994	5286.337159	6736.210052	6013.147212	3338.669137	2927.342798	5905.327308	3016.615164	
2824.351441	12992.527300	52104.720531	431699.072415	98914.754512	27959.419615	13737.594995	12297.823163	14478.984764	13038.552974	9342.529779	6914.133423	6910.564678	7883.570210	8134.602875	7918.305352	7720.350388	4621.689455	3211.487262	4801.854576	6419.140925	5769.659343	3929.177930	2889.809166	2581.915062	2638.741203	3274.614367	5671.788272	6438.968500	6685.903876	6632.752048	4850.079632	2509.610288	2590.874819	5436.203427	3833.955064	
1355.586716	6343.878116	14514.050703	98914.754512	421309.936623	107915.050474	21894.541289	14629.415955	15951.458363	8544.620459	6337.871288	4070.021047	3741.336151	6539.054879	7428.923424	7063.999923	5030.565194	2656.685760	1981.221381	3217.827622	4964.398705	5623.782691	4816.053065	3311.103219	2861.255800	3222.827542	4071.068137	4853.189183	4219.476183	4306.439111	4934.554090	3016.111787	1278.543001	1318.401640	4220.619785	3201.462631	
952.786434	5069.581823	9393.342279	27959.419615	107915.050474	447072.010111	66265.325897	22201.808922	19604.097415	9279.479122	6342.389951	3825.221441	3833.457375	6417.197257	7172.124489	6952.695696	4764.840223	2458.688305	1900.494841	2876.780875	4706.621952	5408.572341	4976.338482	3655.924308	3193.165013	3814.293747	4044.865895	4768.061293	4012.530848	3946.440452	4282.172570	2445.559135	1012.170390	999.034374	3693.636301	2443.897816	
898.461555	4043.160389	7051.839424	13737.594995	21894.541289	66265.325897	461920.702660	109351.221057	29020.406761	9435.820873	6292.830310	3655.202049	3487.276704	6330.663090	6588.368706	6014.793561	3853.722123	2366.181707	1996.500845	2596.910015	4288.131157	4998.272716	4823.067150	3675.012206	3655.988060	3759.230191	4305.810119	4564.947145	3308.940020	3121.543927	3502.078327	2150.869240	902.967461	771.404622	2928.200310	2102.094659	
1076.409447	3912.095923	6455.025135	12297.823163	14629.415955	22201.808922	109351.221057	445231.799913	82415.087292	17517.337778	9250.393904	5560.366813	5183.693784	6421.393639	6794.438005	5927.019973	4471.327016	3092.246050	2431.724946	3184.033531	4652.306238	5224.258691	3856.180408	3176.343842	3084.493163	2807.547825	3497.440127	4475.219000	4323.678673	3966.476885	3715.670806	2371.329315	1215.437919	1218.583954	2684.901073	1985.556419	
763.567846	5006.722532	8652.038691	14478.984764	15951.458363	19604.097415	29020.406761	82415.087292	457500.666962	43864.423116	15844.170479	7541.178886	6748.759047	11362.989125	10040.858812	9072.417315	6738.020726	3503.082682	2680.132306	4145.018225	6155.018901	6050.293386	5033.576745	3961.862739	3473.368378	3903.410048	4619.429296	5539.886728	4278.604701	4408.009965	5099.508145	3131.664954	1251.691007	1145.467960	4217.333037	2456.892818	
2393.789611	8447.243338	9329.687487	13038.552974	8544.620459	9279.479122	9435.820873	17517.337778	43864.423116	382332.413262	128399.606959	30622.384387	23700.458346	14360.792004	9409.096089	8258.232430	10181.214158	8927.008160	6424.647497	7127.895402	6823.694432	4751.599931	2502.292211	2070.409575	2296.072729	1638.000255	2101.920654	5271.807122	7392.331225	7446.752664	5994.358319	5672.741727	3965.056169	4194.152785	3816.051526	2128.088524	
